"X1st","Median","X3rd"
0.250663746390381,0.107712037960934,0.0548304546213473
0.250950966301974,0.108213454576455,0.0550671880085838
0.249496111522612,0.107459720034231,0.0545735760400167
0.250851041569386,0.107966627860411,0.0546311869617671
0.251022532082501,0.108117304574913,0.0546435397351296
0.25100464170853,0.109936610135298,0.0564503273927586
0.250153746609234,0.109414667222603,0.0562832705305053
0.253263878880927,0.110489570809143,0.0563297819593662
0.249901423931562,0.107480711617686,0.0545594337256317
0.250081260688332,0.108144497961969,0.0547244896246875
0.25188566233003,0.108946311809554,0.0552021698349094
0.249416786617332,0.107434413379027,0.0546325913796236
0.249479391219948,0.10739576372785,0.0545528722880656
0.252034791041522,0.109047707777527,0.0552493308706902
0.249893970060429,0.108194235596011,0.0551561415564871
0.25263397863044,0.109123945185862,0.0558118268813262
0.25157190987584,0.108268095498147,0.0551069796350163
0.249332967434156,0.107322043608692,0.0545268378500438
0.250814363946014,0.107661695455277,0.054621084284188
0.25060498922411,0.107671713167573,0.0546248747190423
0.251378649667283,0.108809231878087,0.0557952006484961
0.251673915297161,0.108335736393118,0.0547606644461489
0.250140332175388,0.107544422611398,0.0545842751351557
0.249830750520125,0.108201051020772,0.0548343429817543
0.249453751046317,0.107382289792483,0.0545536801888822
0.249373533733104,0.107322043608692,0.0545268378500438
0.251882716581663,0.108727871386402,0.0553491949453291
0.25387527842984,0.109510711478464,0.0552113664821099
0.250529830598494,0.107833600617288,0.0548962805479234
0.249332967434156,0.107322043608692,0.0545268378500438
