"X1st","Median","X3rd"
0.239027594574832,0.101748566880466,0.0522058478588701
0.230143696145448,0.0932705720681379,0.0453040747309345
0.2380466449625,0.100313333485057,0.0487045724216588
0.238112291566738,0.100564547174258,0.0508057951975609
0.232929644072012,0.0970175169369248,0.0495239774874908
0.237669691346043,0.10167296022045,0.0515903994732078
0.237175792397062,0.100309254938249,0.0505227086329797
0.236920473496493,0.0999286562835302,0.051661072946722
0.233466500109452,0.101595398846465,0.0520932458548508
0.237682499964601,0.0980870859942597,0.0481108242585979
0.243316108102756,0.105035901144802,0.0537414256542034
0.238571580087429,0.10076666212208,0.0500753964854358
0.2295048439801,0.0939154186296996,0.0450349415336063
0.219205413185298,0.0867614803246737,0.0411355085035777
0.237402442329483,0.100156429383571,0.0502084907874462
0.243863155079461,0.105851671253163,0.0538468697323088
0.228464863867848,0.09749577603849,0.0496780695525899
0.241819526040214,0.105123586103445,0.0537040956880522
0.22751346107947,0.0971703342010244,0.0495645994961825
0.223960404764397,0.0949141139653853,0.0478214634518234
0.229333039113597,0.0948140847806223,0.0461398038929934
0.226955177641635,0.0993584229172076,0.0499143803295993
0.230217976008437,0.0961959213884509,0.0475498459873725
0.2251435759207,0.0911178416855364,0.0435520288268016
0.221699091657453,0.0920721682204786,0.0458388829934504
0.234827372161446,0.0977864181244792,0.0479715537781814
0.231518046826517,0.0977734344754078,0.0487330835428599
0.237768455164778,0.104383807801304,0.0530589356566367
0.234431622078508,0.0991135167505176,0.0492809010975967
0.232061996235368,0.0943348612119463,0.0459876597348104
