"X1st","Median","X3rd"
0.248292973520427,0.107626950578809,0.0543563000734209
0.249610615904038,0.104568282045495,0.0492802517194666
0.250130187221434,0.106959716466542,0.0539170293941493
0.250700410200241,0.106416693035545,0.0529138133577026
0.248847100562492,0.106244402978589,0.0524867065917688
0.25569191969685,0.106168770681469,0.0522358688262902
0.247859903460472,0.104261877506473,0.0504483048897286
0.253703182369728,0.109724397199855,0.0546100981606021
0.254878576054193,0.109602081181424,0.0552575685261955
0.249344587825903,0.108494632938398,0.0543402928195896
0.253494427292535,0.105088549803136,0.0507484559253226
0.255331908986418,0.109095190630662,0.0526770494630375
0.253945341431014,0.110210875847624,0.0565077647083404
0.255594048435322,0.107916276885268,0.0539771172098782
0.249453732581404,0.103718600361763,0.0494825619644644
0.249400963340598,0.104912925714238,0.0521853402824905
0.251330629341494,0.110262525531065,0.0558506594770609
0.250632779112438,0.108202954507142,0.0543485836025909
0.25597047433474,0.108452421188128,0.0544368272096469
0.250222052224703,0.104947146271949,0.0518232289937832
0.253481294779116,0.104962338036078,0.0505324261286577
0.25339481649195,0.104781434230659,0.051332758150595
0.25301812705869,0.105133041636286,0.0515526086888048
0.248813437504304,0.106356078997572,0.0537750031879518
0.249758292427732,0.108344780901523,0.0551138659406083
0.250859110210197,0.108051567456184,0.0532133754108156
0.253229878113993,0.106513913473408,0.0530903384100065
0.250037133905757,0.106618300692894,0.0539573953087545
0.247842295347109,0.106040392786123,0.0541896059190211
0.250271556918728,0.108210341083363,0.0552052879613576
