"X1st","Median","X3rd"
0.259442957767004,0.114743064257647,0.0577678746920755
0.260245541275259,0.115286341079776,0.0615570914621347
0.261490762057938,0.113232532343285,0.0571368416987185
0.258899567822156,0.117369086944592,0.0600398008800338
0.264201200313513,0.116349682938848,0.0589423760568881
0.257720581146512,0.112443815840069,0.0574236960987434
0.257489140471817,0.109709476194042,0.0554101734342599
0.259663684322613,0.118117418591513,0.0609689838304858
0.259899905972074,0.112853722851188,0.0578024110739877
0.26237925029445,0.110689782011619,0.0554509466691841
0.261196351918541,0.111461149213144,0.0568194831643021
0.257674022099951,0.11480923266152,0.0607269195045674
0.257440546771752,0.11142427218215,0.0570516183702432
0.25713873326201,0.112711168896165,0.0574929653368639
0.259029876821884,0.112813152903196,0.0571419385043882
0.258492146971302,0.11107986522799,0.0566785363572221
0.261089023800835,0.114980846244639,0.0584635101107473
0.262049624115254,0.112912425049352,0.0569842518489638
0.260741234384129,0.113126339018722,0.057460505264486
0.26222442515294,0.112829152494509,0.0575340857870759
0.25506020246142,0.110086690272959,0.056059758098969
0.262196098300504,0.112203664650754,0.0571701473777023
0.264019592437577,0.115924723302589,0.0588019124117664
0.258801432718854,0.112746827535037,0.0578522898747316
0.256248127637969,0.110574607244758,0.0562466349165334
0.256410984820958,0.113825995230425,0.060676700598296
0.264434712696082,0.115136548779096,0.0581259084048465
0.255770056116148,0.114748538212441,0.0608685987224179
0.261103894817571,0.114312998464956,0.0594989072576064
0.262996291334271,0.11601789102914,0.0588757799742871
