"X1st","Median","X3rd"
0.242110598014272,0.104453141150355,0.0534063683359937
0.234649038146645,0.098809663119925,0.0490593516017407
0.234222816047393,0.0982608688453301,0.0491835893717842
0.244469727673222,0.104325965048483,0.0525300171695806
0.237945868983649,0.101050331904068,0.0503896521522736
0.23373011919852,0.0980778677557809,0.0502740074013148
0.240452365209365,0.102037901877059,0.0512987729458587
0.227992142622559,0.0981451404694735,0.0493146898782391
0.236434342344888,0.103589985410017,0.0532992635688862
0.237288839691178,0.101224860084581,0.0514831659294186
0.228633663073974,0.0978265058146147,0.0481116698973445
0.236541115550724,0.101122139770743,0.0515858008762864
0.229115622817595,0.0932196326146336,0.0467184432226324
0.237792532872992,0.0997464964189881,0.0501069279866887
0.234000322993743,0.0978837609238099,0.0487628327531822
0.224374387395469,0.0922557028574897,0.044892552345221
0.228182420190399,0.0934015640910789,0.0468585065927716
0.235438794661524,0.0979995068536157,0.0487321016542031
0.232716653326524,0.0955304683475074,0.0467418048317333
0.237576050634569,0.101860488309429,0.0523650368008178
0.234333514447536,0.0997255051040719,0.0500491660140584
0.235726583523626,0.101167253863491,0.0506087399661959
0.229592228230999,0.0956957866882048,0.0483183222859754
0.240007643037525,0.10148231796833,0.0507269217882678
0.223828278925728,0.0908468585399107,0.0461928697393626
0.232198635263688,0.0974707570669928,0.0480408227311591
0.226375022562913,0.089617488217045,0.0441816648668909
0.236368140849934,0.0977627060892479,0.0479620852984016
0.229219154322805,0.094973201104715,0.047999641867592
0.23421000292205,0.096571722676554,0.0491722558782507
