variable,x,y
layer.3,-0.08424915691331082,0.004623644519597292
layer.3,-0.08188438801825032,0.004623644519597292
layer.3,-0.07951961912318982,0.004623644519597292
layer.3,-0.07715485022812932,0.004623644519597292
layer.3,-0.0747900813330688,0.004623644519597292
layer.3,-0.0724253124380083,0.004623644519597292
layer.3,-0.0700605435429478,0.004623644519597292
layer.3,-0.0676957746478873,0.004623644519597292
layer.3,-0.0653310057528268,0.004623644519597292
layer.3,-0.0629662368577663,0.004623644519597292
layer.3,-0.060601467962705796,0.004623644519597292
layer.3,-0.058236699067645295,0.004623644519597292
layer.3,-0.05587193017258479,0.004623644519597292
layer.3,-0.053507161277524286,0.004623644519597292
layer.3,-0.051142392382463785,0.004623644519597292
layer.3,-0.04877762348740328,0.004623644519597292
layer.3,-0.046412854592342775,0.004623644519597292
layer.3,-0.044048085697282274,0.004623644519597292
layer.3,-0.041683316802221766,0.004623644519597292
layer.3,-0.03931854790716127,0.004623644519597292
layer.3,-0.036953779012100764,0.004623644519597292
layer.3,-0.03458901011704026,0.004623644519597292
layer.3,-0.03222424122197976,0.004623644519597292
layer.3,-0.029859472326919254,0.004623644519597292
layer.3,-0.027494703431858752,0.004623644519597292
layer.3,-0.02512993453679825,0.004623644519597292
layer.3,-0.02276516564173775,0.004623644519597292
layer.3,-0.02040039674667725,0.004623644519597292
layer.3,-0.018035627851616748,0.004623644519597292
layer.3,-0.015670858956556233,0.004623644519597292
layer.3,-0.013306090061495732,0.004623644519597292
layer.3,-0.010941321166435244,0.004623644519597292
layer.3,-0.00857655227137473,0.004623644519597292
layer.3,-0.006211783376314228,0.004623644519597292
layer.3,-0.003847014481253727,0.004623644519597292
layer.3,-0.001482245586193226,0.004623644519597292
layer.3,8.82523308867289E-4,0.004623644519597292
layer.3,0.0032472922039277763,0.004623644519597292
layer.3,0.005612061098988277,0.004623644519597292
layer.3,0.007976829994048792,0.004623644519597292
layer.3,0.010341598889109294,0.004623644519597292
layer.3,0.012706367784169795,0.004623644519597292
layer.3,0.015071136679230296,0.004665646702051163
layer.3,0.01743590557429081,0.004793945234268904
layer.3,0.019800674469351298,0.004925754386931658
layer.3,0.0221654433644118,0.005061169154942036
layer.3,0.024530212259472314,0.005200287327170372
layer.3,0.0268949811545328,0.005343208555132151
layer.3,0.029259750049593317,0.005490036681294441
layer.3,0.03162451894465382,0.005640876013785601
layer.3,0.03398928783971432,0.005795835983008146
layer.3,0.03635405673477482,0.005955027416348457
layer.3,0.03871882562983532,0.006118564400821924
layer.3,0.04108359452489581,0.006286563351750374
layer.3,0.04344836341995632,0.0064591458067297935
layer.3,0.04581313231501681,0.006636434234678745
layer.3,0.048177901210077326,0.006818555761128664
layer.3,0.05054267010513784,0.007005639374256134
layer.3,0.052907439000198356,0.0071978191845119
layer.3,0.05527220789525884,0.007395231164991856
layer.3,0.05763697679031936,0.007598016876727343
layer.3,0.060001745685379845,0.007806318812072277
layer.3,0.06236651458044033,0.00802028551697731
layer.3,0.06473128347550085,0.008240068331360817
layer.3,0.06709605237056136,0.008465822786092758
layer.3,0.06946082126562188,0.008697707206010818
layer.3,0.07182559016068236,0.008935886435210705
layer.3,0.07419035905574288,0.009180527180433273
layer.3,0.07655512795080337,0.009431801736354828
layer.3,0.07891989684586385,0.009689887054264545
layer.3,0.08128466574092437,0.009954963810741901
layer.3,0.08364943463598488,0.01022721640765667
layer.3,0.0860142035310454,0.010506835766136646
layer.3,0.08837897242610589,0.0107940174639225
layer.3,0.09074374132116637,0.011088959872722626
layer.3,0.09310851021622689,0.011391868814826012
layer.3,0.09547327911128738,0.011702953837811947
layer.3,0.09783804800634789,0.012022431008517742
layer.3,0.1002028169014084,0.012350520119071007
layer.3,0.10256758579646892,0.012687448412179947
layer.3,0.10493235469152941,0.013033445924520493
layer.3,0.1072971235865899,0.01338875200599432
layer.3,0.10966189248165041,0.013753609731793404
layer.3,0.1120266613767109,0.014128266833722591
layer.3,0.11439143027177141,0.014512980356812477
layer.3,0.11675619916683193,0.014908010140061378
layer.3,0.11912096806189244,0.015313626267015934
layer.3,0.1214857369569529,0.015730101615190506
layer.3,0.12385050585201342,0.016157718375325203
layer.3,0.12621527474707395,0.016596762463450432
layer.3,0.12858004364213443,0.01704753004014492
layer.3,0.13094481253719492,0.017510324716567993
layer.3,0.13330958143225546,0.017985450103878975
layer.3,0.13567435032731595,0.018473226577043533
layer.3,0.13803911922237644,0.018973972648382187
layer.3,0.14040388811743693,0.019488027319312096
layer.3,0.14276865701249747,0.020015724003314972
layer.3,0.14513342590755796,0.020557409152388573
layer.3,0.14749819480261844,0.0211134385317564
layer.3,0.14986296369767899,0.021684175357222557
layer.3,0.15222773259273947,0.02226998843252659
layer.3,0.15459250148779996,0.02287125773727894
layer.3,0.15695727038286045,0.023488370701670647
layer.3,0.159322039277921,0.0241217240691185
layer.3,0.16168680817298148,0.02477172017097473
layer.3,0.16405157706804196,0.02543877810239792
layer.3,0.16641634596310245,0.02612331509590149
layer.3,0.168781114858163,0.026825767010450363
layer.3,0.17114588375322348,0.02754657156765461
layer.3,0.17351065264828403,0.02828618325293064
layer.3,0.17587542154334446,0.02904505841434002
layer.3,0.178240190438405,0.0298236683011055
layer.3,0.1806049593334655,0.030622493475675583
layer.3,0.18296972822852603,0.03144202008843422
layer.3,0.18533449712358652,0.0322827510535717
layer.3,0.18769926601864706,0.03314518928527832
layer.3,0.19006403491370755,0.03402985259890556
layer.3,0.19242880380876798,0.034937284886837006
layer.3,0.19479357270382852,0.03586801141500473
layer.3,0.197158341598889,0.03682258725166321
layer.3,0.19952311049394955,0.03780157491564751
layer.3,0.20188787938901004,0.038805536925792694
layer.3,0.20425264828407053,0.03983506187796593
layer.3,0.20661741717913107,0.04089073836803436
layer.3,0.2089821860741915,0.04197316989302635
layer.3,0.21134695496925204,0.04308296740055084
layer.3,0.21371172386431253,0.04422075301408768
layer.3,0.21607649275937307,0.045387160032987595
layer.3,0.21844126165443356,0.04658283665776253
layer.3,0.22080603054949405,0.04780843108892441
layer.3,0.2231707994445546,0.04906461387872696
layer.3,0.22553556833961502,0.0503520593047142
layer.3,0.22790033723467557,0.05167144909501076
layer.3,0.23026510612973605,0.053023479878902435
layer.3,0.2326298750247966,0.054408859461545944
layer.3,0.23499464391985708,0.05582830309867859
layer.3,0.23735941281491757,0.05728253349661827
layer.3,0.2397241817099781,0.058772288262844086
layer.3,0.24208895060503854,0.06029829382896423
layer.3,0.2444537195000991,0.06186133250594139
