Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
8.55572E-13,0.000000001,0.000000003,0.99294445,0,0
1.5657E-12,0.000000003,0.000000006,0.991652589,0,0
4.37128E-12,0.00000001,0.000000017,0.988969492,0,0
8.55618E-12,0.000000025,0.000000034,0.986683891,0,0
2.71868E-11,0.000000102,0.000000109,0.981913942,0,0
7.24433E-11,0.000000253,0.000000289,0.97883335,0,0
2.08252E-10,0.000001017,0.000000832,0.973069661,0,0
4.41609E-10,0.000002544,0.000001763,0.968100964,0,0
1.57369E-9,0.000010123,0.000006284,0.959952301,0,0
3.55234E-9,0.000025324,0.000014185,0.953691742,0,0
6.3501E-9,0.000050128,0.000025356,0.948623671,0,0
1.09092E-8,0.000101088,0.00004356,0.94256186,0,0
2.27774E-8,0.000251171,0.000090944,0.933717579,0,0
3.57018E-8,0.000502303,0.000142541,0.924972672,0,0
5.78344E-8,0.001000742,0.000230886,0.91433966,0,0
1.04935E-7,0.002503101,0.000418843,0.89595548,0,0
1.58213E-7,0.005014932,0.000631362,0.877273179,0,0
2.49553E-7,0.010008646,0.000995499,0.853025937,0,0
4.76511E-7,0.025030969,0.001899146,0.81128888,0,0
8.42722E-7,0.050036298,0.003353792,0.772632416,0,0
1.545E-6,0.100033131,0.006131543,0.730199742,0,0
2.76781E-6,0.200202344,0.010931335,0.682997118,0,0
3.89835E-6,0.300065631,0.015327928,0.652787439,0,0
4.97368E-6,0.400272607,0.019473699,0.630229554,0,0
6.03017E-6,0.500389566,0.023512942,0.611944748,0,0
7.14821E-6,0.600515405,0.027751448,0.596839909,0,0
8.29133E-6,0.700692163,0.032047153,0.583921296,0,0
8.76951E-6,0.75026627,0.033832845,0.578157607,0,0
9.34971E-6,0.800926401,0.035990717,0.572592666,0,0
1.04412E-5,0.900663033,0.040024063,0.562555898,0,0
1.15842E-5,1.000416994,0.044211795,0.553512869,0,0
1.26312E-5,1.100179994,0.048016032,0.545364206,0,0
1.35918E-5,1.20134683,0.05147941,0.537712412,0,0
1.45859E-5,1.300418563,0.055037389,0.530756236,0,0
1.55732E-5,1.401337146,0.058544978,0.524098181,0,0
1.66419E-5,1.501103021,0.062312022,0.517936997,0,0
1.90694E-5,1.751317336,0.070758108,0.504024645,0,0
2.13758E-5,2.001544299,0.078643044,0.491702276,0,0
2.36024E-5,2.251396614,0.086129325,0.480671768,0,0
