Predictor variable,Categorical,Sample average
layer.1,false,3.4321736293061383E-4
layer.2,false,0.12777761916910846
layer.3,false,0.6895457227078695
layer.4,false,0.13000695908530838
layer.5,false,0.04394126873064254
layer.6,false,0.008385209532986795
layer.7,false,351.9047619047619
