Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
6.38006E-13,0.000000001,0.000000003,0.993938189,0,0
1.53339E-12,0.000000003,0.000000006,0.992546954,0,0
4.76001E-12,0.00000001,0.000000019,0.989863858,0,0
9.02162E-12,0.000000025,0.000000036,0.987677631,0,0
2.40771E-11,0.0000001,0.000000096,0.982907682,0,0
6.65426E-11,0.000000251,0.000000266,0.97933022,0,0
1.9208E-10,0.000001008,0.000000769,0.973169035,0,0
4.37386E-10,0.000002522,0.00000175,0.96800159,0,0
1.37367E-9,0.000010051,0.000005496,0.958859187,0,0
3.11299E-9,0.000025227,0.000012456,0.951903011,0,0
5.45799E-9,0.000050262,0.000021838,0.945940574,0,0
1.01632E-8,0.00010097,0.000040664,0.93928252,0,0
1.80214E-8,0.000250745,0.000072103,0.92894763,0,0
2.93415E-8,0.000500246,0.000117389,0.918513366,0,0
5.19331E-8,0.001000179,0.000207753,0.905992249,0,0
9.75515E-8,0.002506327,0.000390174,0.88562059,0,0
1.56454E-7,0.005006717,0.000625619,0.86544768,0,0
2.62876E-7,0.010016124,0.001050725,0.841498559,0,0
5.13595E-7,0.025044785,0.002050803,0.802047103,0,0
8.86239E-7,0.050005219,0.003533521,0.765874988,0,0
1.68044E-6,0.10001118,0.006678952,0.726423532,0,0
3.0311E-6,0.200187787,0.011982832,0.68329524,0,0
4.12345E-6,0.300132503,0.016231111,0.655371162,0,0
5.20361E-6,0.40049943,0.020396205,0.63390639,0,0
6.18657E-6,0.500418203,0.024155987,0.61651595,0,0
7.14055E-6,0.60060081,0.027777426,0.601609858,0,0
8.18356E-6,0.700346978,0.031706155,0.588691245,0,0
8.64875E-6,0.750108315,0.033448212,0.582828182,0,0
9.18745E-6,0.800829577,0.035457692,0.577163868,0,0
1.02445E-5,0.900617178,0.039376523,0.566928351,0,0
1.1294E-5,1.000811544,0.043236263,0.557686575,0,0
1.22278E-5,1.101216475,0.046644375,0.549239789,0,0
1.31942E-5,1.200137912,0.050145825,0.541488622,0,0
1.41455E-5,1.300089794,0.053567709,0.534234324,0,0
1.51416E-5,1.400936534,0.057124304,0.527377522,0,0
1.60951E-5,1.500911898,0.060503773,0.521017589,0,0
1.83831E-5,1.750809886,0.068515657,0.506608367,0,0.142857143
2.09561E-5,2.000250798,0.077363549,0.493987876,0,0.142857143
2.30714E-5,2.251105084,0.084512383,0.482659247,0,0.142857143
2.54723E-5,2.501236656,0.092493852,0.47242373,0,0.142857143
2.77336E-5,2.750018511,0.099884513,0.463181954,0,0.142857143
2.99171E-5,3.001114496,0.106907918,0.454536421,0,0.142857143
3.25226E-5,3.250201762,0.115146556,0.446586505,0,0.142857143
