Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
7.73703E-13,0.000000001,0.000000003,0.995329425,0,0
1.54418E-12,0.000000003,0.000000006,0.993938189,0,0
6.33025E-12,0.000000011,0.000000026,0.991851337,0,0
1.20906E-11,0.000000025,0.00000005,0.990261353,0,0
3.38245E-11,0.000000102,0.00000014,0.986882639,0,0
6.36085E-11,0.000000253,0.000000264,0.983802047,0,0
2.43339E-10,0.000001,0.00000101,0.978535228,0,0
4.93923E-10,0.000002514,0.00000205,0.974262148,0,0
1.65408E-9,0.000010079,0.000006866,0.966312233,0,0
3.55703E-9,0.000025079,0.000014765,0.960151048,0,0
6.25566E-9,0.000050428,0.000025967,0.954983603,0,0
1.15744E-8,0.000100061,0.000048043,0.949418662,0,0
2.5995E-8,0.00025043,0.000107895,0.940971877,0,0
4.21258E-8,0.000501876,0.000174836,0.933518831,0,0
6.84064E-8,0.001005087,0.000283877,0.924277055,0,0
1.16766E-7,0.002507155,0.000484468,0.907681606,0,0
1.73862E-7,0.005016734,0.000721188,0.890291166,0,0
2.77883E-7,0.010013983,0.001152177,0.868329524,0,0
5.09947E-7,0.025006419,0.002112342,0.829573686,0,0
8.603E-7,0.050075546,0.003558437,0.792606579,0,0
1.58749E-6,0.100022752,0.006546601,0.750472026,0,0
2.89468E-6,0.200151187,0.011873287,0.705356256,0,0
4.01053E-6,0.300399208,0.016375281,0.676637186,0,0
4.9923E-6,0.400492099,0.020302552,0.654377422,0,0
5.92213E-6,0.500002171,0.023993212,0.636291364,0,0
6.90625E-6,0.600451523,0.02786922,0.620689655,0,0
7.90816E-6,0.700428121,0.031783776,0.607373547,0,0
8.29935E-6,0.750098347,0.033303635,0.601311736,0,0
8.73944E-6,0.800397729,0.035007815,0.595448673,0,0
9.75826E-6,0.900223939,0.038930045,0.584716287,0,0
1.07605E-5,1.000968547,0.042757419,0.574977641,0,0
1.16033E-5,1.100764153,0.045952612,0.56613336,0,0
1.27479E-5,1.200131175,0.050257493,0.557984696,0,0
1.37121E-5,1.300761889,0.053854359,0.550432277,0,0
1.46886E-5,1.400241503,0.057468858,0.543476101,0,0
1.57117E-5,1.500372427,0.061226913,0.53691742,0,0
1.80025E-5,1.750192441,0.069532992,0.522210077,0,0
2.03483E-5,2.00181309,0.077887864,0.50919209,0,0
2.23188E-5,2.250714833,0.084790677,0.497565338,0,0
2.46256E-5,2.500016882,0.092741881,0.4870317,0,0
2.66318E-5,2.751090566,0.099545257,0.477293054,0,0
2.90497E-5,3.001492752,0.107610269,0.468349399,0,0
3.113E-5,3.251446732,0.114434635,0.460101361,0,0
3.34604E-5,3.503336804,0.121956497,0.452350194,0,0
3.58512E-5,3.753104527,0.129541603,0.44519527,0,0
3.80609E-5,4.000433798,0.136436695,0.438537216,0,0
4.03201E-5,4.251267078,0.143373953,0.432177283,0,0
4.23543E-5,4.50334647,0.149525696,0.426115473,0,0
4.43259E-5,4.750107571,0.155404647,0.420451158,0,0
4.63163E-5,5.004129792,0.161257509,0.414886217,0,0
4.80468E-5,5.254263202,0.166280772,0.409619398,0,0
4.99265E-5,5.504550313,0.171669272,0.404551327,0,0
5.1573E-5,5.753386845,0.176332352,0.399682003,0,0
5.34289E-5,6.005155195,0.181525889,0.394912054,0,0
5.51208E-5,6.254945513,0.186203786,0.390340853,0,0
5.71157E-5,6.502351897,0.191651289,0.385968399,0,0
5.88074E-5,6.751823552,0.19621406,0.381695319,0,0
6.05106E-5,7.002317156,0.20075587,0.377521614,0,0
6.28112E-5,7.255270669,0.206810038,0.373447282,0,0
6.49804E-5,7.505060264,0.212435091,0.369571698,0,0
6.74697E-5,7.756412409,0.218792635,0.365795488,0,0
6.97459E-5,8.003960816,0.224516794,0.362218026,0,0
7.17379E-5,8.251348321,0.229457717,0.358739938,0,0
7.33886E-5,8.505098181,0.233504691,0.35526185,0.015873016,0
7.49033E-5,8.757339773,0.23718105,0.351883136,0.031746032,0
7.66758E-5,9.000281404,0.241438525,0.34870317,0.031746032,0
7.87527E-5,9.257095016,0.246367149,0.34542383,0.063492063,0
8.06096E-5,9.504422642,0.250719816,0.342343238,0.063492063,0
8.23009E-5,9.756867424,0.254640681,0.339262645,0.063492063,0
8.36751E-5,10.005964947,0.257796368,0.336281427,0.063492063,0
8.57607E-5,10.251633236,0.262535057,0.333399583,0.063492063,0
8.78565E-5,10.503281106,0.267236225,0.330517738,0.063492063,0
8.95906E-5,10.752096475,0.271081095,0.327735268,0.063492063,0
9.19816E-5,11.006235994,0.276316762,0.324952797,0.063492063,0
9.34286E-5,11.256603426,0.279448755,0.322269701,0.079365079,0
9.54696E-5,11.502065684,0.283820969,0.319685978,0.079365079,0
9.74974E-5,11.753081052,0.288112402,0.317102256,0.079365079,0
9.89358E-5,12.008717905,0.291125617,0.314518533,0.079365079,0
1.01321E-4,12.259136083,0.296067109,0.312034185,0.079365079,0
1.02845E-4,12.504436722,0.29918774,0.30964921,0.079365079,0
1.04614E-4,12.753831919,0.302774626,0.307264235,0.079365079,0
1.06304E-4,13.00705602,0.306168452,0.304879261,0.079365079,0
1.08144E-4,13.253953603,0.309826358,0.30259366,0.079365079,0
1.09833E-4,13.504196301,0.313149737,0.300308059,0.079365079,0
1.11474E-4,13.758772819,0.316348058,0.298022459,0.079365079,0
1.1294E-4,14.005750538,0.31918126,0.295836232,0.079365079,0
1.14842E-4,14.256250764,0.322820244,0.293650005,0.079365079,0
1.16647E-4,14.511146883,0.326240173,0.291463778,0.079365079,0
1.18364E-4,14.758251853,0.329459639,0.289376925,0.079365079,0
1.1939E-4,15.007975015,0.331368621,0.287290073,0.079365079,0
1.21308E-4,15.260768446,0.334909617,0.28520322,0.079365079,0
1.23316E-4,15.505547975,0.338575985,0.283215741,0.079365079,0
1.24849E-4,15.75423241,0.341348474,0.281228262,0.079365079,0
1.25684E-4,16.004666631,0.34284976,0.279240783,0.079365079,0
1.27273E-4,16.257992022,0.345685269,0.277253304,0.079365079,0
