x,y,species_7 logistic values
1.0,1.0,0.04208328
2.0,2.0,0.45633322
3.0,3.0,0.13260584
4.0,4.0,0.0027290073
5.0,5.0,0.55524427
6.0,6.0,3.9776576E-5
7.0,7.0,0.0037019064
8.0,8.0,0.4263226
9.0,9.0,0.017784169
10.0,10.0,0.05547882
11.0,11.0,0.25329217
12.0,12.0,0.36119595
13.0,13.0,0.45325524
14.0,14.0,0.47913104
15.0,15.0,0.021469928
16.0,16.0,0.00944512
17.0,17.0,0.015175428
18.0,18.0,0.0042283344
19.0,19.0,0.30982444
20.0,20.0,5.9694314E-4
21.0,21.0,0.09963851
22.0,22.0,0.0049353363
23.0,23.0,5.092101E-4
24.0,24.0,0.57943964
25.0,25.0,0.0038554962
26.0,26.0,0.39602572
27.0,27.0,0.014840989
28.0,28.0,0.0011478037
29.0,29.0,2.8730195E-4
30.0,30.0,2.7538333E-4
31.0,31.0,0.024620663
32.0,32.0,0.046208993
33.0,33.0,4.3907344E-9
34.0,34.0,0.64052856
35.0,35.0,0.21445669
36.0,36.0,2.1357811E-4
37.0,37.0,0.5622558
38.0,38.0,0.20299906
39.0,39.0,0.36585787
40.0,40.0,0.0816885
41.0,41.0,0.04060702
42.0,42.0,0.049406003
43.0,43.0,0.13210325
44.0,44.0,3.9549454E-4
45.0,45.0,0.17923507
46.0,46.0,0.37767354
47.0,47.0,0.06098901
48.0,48.0,0.57809967
49.0,49.0,0.051771607
50.0,50.0,7.131838E-4
51.0,51.0,5.728577E-4
52.0,52.0,4.8310438E-4
53.0,53.0,0.07752899
54.0,54.0,0.62512463
55.0,55.0,0.38076198
56.0,56.0,0.5532786
57.0,57.0,0.5725318
58.0,58.0,0.024876835
59.0,59.0,0.016938483
60.0,60.0,0.36870417
61.0,61.0,0.6258511
62.0,62.0,0.58721
63.0,63.0,0.14327884
64.0,64.0,0.092698716
65.0,65.0,0.019103894
66.0,66.0,0.0034146097
67.0,67.0,0.18656202
68.0,68.0,4.171395E-5
69.0,69.0,0.028852783
70.0,70.0,0.47866377
71.0,71.0,0.020502342
72.0,72.0,0.6125526
73.0,73.0,0.03883228
74.0,74.0,5.366998E-7
75.0,75.0,5.6533612E-5
76.0,76.0,0.3931629
77.0,77.0,0.4589817
78.0,78.0,0.30804786
79.0,79.0,0.0012856073
80.0,80.0,0.1805753
81.0,81.0,0.087130494
82.0,82.0,0.0071308613
83.0,83.0,0.21012731
84.0,84.0,0.45298618
85.0,85.0,0.5808025
86.0,86.0,7.0793305E-7
87.0,87.0,0.6156461
88.0,88.0,0.6967302
89.0,89.0,0.6327217
90.0,90.0,0.1757095
91.0,91.0,0.6339304
92.0,92.0,0.0074954173
93.0,93.0,1.6608815E-4
94.0,94.0,0.009592818
95.0,95.0,0.4295711
96.0,96.0,0.65948135
97.0,97.0,7.164071E-4
98.0,98.0,0.42370838
99.0,99.0,2.4971276E-4
100.0,100.0,0.0010708327
101.0,101.0,1.4954415E-4
102.0,102.0,0.0026354727
103.0,103.0,0.6909708
104.0,104.0,0.026639657
105.0,105.0,1.4554556E-7
106.0,106.0,0.37955296
107.0,107.0,0.48883536
108.0,108.0,0.012258008
109.0,109.0,0.53460026
110.0,110.0,0.05023939
111.0,111.0,0.3313244
112.0,112.0,0.0022741412
113.0,113.0,0.0035551193
114.0,114.0,0.37126774
115.0,115.0,6.2765373E-4
116.0,116.0,0.14965968
117.0,117.0,0.009023771
118.0,118.0,0.2505219
119.0,119.0,0.30858925
120.0,120.0,1.8476778E-5
121.0,121.0,0.5585741
122.0,122.0,2.007176E-6
123.0,123.0,0.26232576
124.0,124.0,0.11789128
125.0,125.0,0.115407154
126.0,126.0,4.8558428E-5
127.0,127.0,0.33402467
128.0,128.0,0.37287253
129.0,129.0,0.020845264
130.0,130.0,0.06747857
131.0,131.0,0.30255124
132.0,132.0,0.5585552
133.0,133.0,0.068362914
134.0,134.0,0.1587031
135.0,135.0,0.018771539
136.0,136.0,0.022001537
137.0,137.0,0.001414463
138.0,138.0,3.3322308E-4
139.0,139.0,0.0020612243
140.0,140.0,0.033311572
141.0,141.0,0.41570386
142.0,142.0,0.11903063
143.0,143.0,0.03038338
144.0,144.0,0.08814397
145.0,145.0,0.0023095042
146.0,146.0,0.04643897
147.0,147.0,0.13955045
148.0,148.0,0.004582425
149.0,149.0,0.023448149
150.0,150.0,0.03740033
151.0,151.0,0.0033380294
152.0,152.0,0.36105552
153.0,153.0,0.0041795946
154.0,154.0,0.0036385884
155.0,155.0,0.014813581
156.0,156.0,0.1380151
157.0,157.0,1.2475013E-5
158.0,158.0,0.22102459
159.0,159.0,0.15194944
160.0,160.0,0.3714042
161.0,161.0,6.453759E-12
162.0,162.0,0.6503101
163.0,163.0,0.004446734
164.0,164.0,0.004897229
165.0,165.0,0.0069903913
166.0,166.0,2.6295803E-4
167.0,167.0,0.016482873
168.0,168.0,0.11343055
169.0,169.0,0.029304897
170.0,170.0,0.005801747
171.0,171.0,0.061237946
172.0,172.0,0.16848582
173.0,173.0,0.3305544
174.0,174.0,0.6472503
175.0,175.0,0.0882449
176.0,176.0,0.14204001
177.0,177.0,0.24405132
178.0,178.0,0.51167756
179.0,179.0,0.038981743
180.0,180.0,0.5592586
181.0,181.0,0.1093861
182.0,182.0,5.5865884E-10
183.0,183.0,0.66865426
184.0,184.0,0.0024539959
185.0,185.0,0.33928555
186.0,186.0,0.043449674
187.0,187.0,0.0072957063
188.0,188.0,0.6648632
189.0,189.0,0.33381432
190.0,190.0,0.11105026
191.0,191.0,0.014255206
192.0,192.0,0.10946239
193.0,193.0,0.11260308
194.0,194.0,4.8402444E-4
195.0,195.0,0.24437799
196.0,196.0,0.085352585
197.0,197.0,0.48075664
198.0,198.0,0.007274825
199.0,199.0,3.9878598E-4
200.0,200.0,0.3648972
201.0,201.0,0.024682533
202.0,202.0,0.036835156
203.0,203.0,3.5562177E-4
204.0,204.0,0.2390539
205.0,205.0,2.682241E-6
206.0,206.0,3.371806E-10
207.0,207.0,0.6976641
208.0,208.0,0.0079613775
209.0,209.0,0.070355244
210.0,210.0,0.07586171
211.0,211.0,5.839254E-4
212.0,212.0,0.049348995
213.0,213.0,0.035785474
214.0,214.0,0.377777
215.0,215.0,0.09128881
216.0,216.0,0.0050282907
217.0,217.0,0.016874589
218.0,218.0,0.0509577
219.0,219.0,0.32792413
220.0,220.0,0.39486396
221.0,221.0,0.029610353
222.0,222.0,0.4755011
223.0,223.0,8.753923E-4
224.0,224.0,0.1574254
225.0,225.0,0.016950762
226.0,226.0,0.0033923031
227.0,227.0,0.35779262
228.0,228.0,0.029547665
229.0,229.0,0.64057004
230.0,230.0,0.002728055
231.0,231.0,0.035575308
232.0,232.0,0.025037924
233.0,233.0,0.007176977
234.0,234.0,0.086905085
235.0,235.0,9.9807745E-5
236.0,236.0,0.0011260778
237.0,237.0,0.61666965
238.0,238.0,4.6335472E-7
239.0,239.0,0.22673939
240.0,240.0,0.003043714
241.0,241.0,0.008816287
242.0,242.0,0.69191396
243.0,243.0,0.004726108
244.0,244.0,0.46646956
245.0,245.0,0.4340769
246.0,246.0,0.6770616
247.0,247.0,0.018204127
248.0,248.0,0.002816125
249.0,249.0,5.6189205E-4
250.0,250.0,0.09571178
