x,y,raw,cumulative,logistic
1.0,1.0,7.91258E-6,0.674051339,0.030129608
2.0,2.0,2.28225E-4,31.03586986,0.472583811
3.0,3.0,3.57057E-5,3.632114854,0.122948714
4.0,4.0,9.95542E-7,0.055653312,0.003893382
5.0,5.0,3.17393E-4,47.253039356,0.554787642
6.0,6.0,1.47687E-8,0.000151136,0.00005798
7.0,7.0,3.3948E-7,0.015874879,0.001331059
8.0,8.0,1.85746E-4,24.154105449,0.421717481
9.0,9.0,5.97789E-6,0.476645612,0.022931621
10.0,10.0,2.03801E-5,1.917240041,0.074086373
11.0,11.0,8.09329E-5,9.288289399,0.241131223
12.0,12.0,1.56003E-4,19.713379995,0.379839359
13.0,13.0,2.05547E-4,27.378103232,0.44659669
14.0,14.0,2.99761E-4,43.363120168,0.540629404
15.0,15.0,7.04074E-6,0.593324392,0.026899134
16.0,16.0,3.11246E-6,0.201749078,0.01207232
17.0,17.0,3.88312E-6,0.263219314,0.0150166
18.0,18.0,3.29327E-7,0.015170992,0.001291301
19.0,19.0,1.14205E-4,13.830484842,0.309574266
20.0,20.0,3.58531E-8,0.000592608,0.000140743
21.0,21.0,1.77442E-5,1.671335292,0.065128401
22.0,22.0,4.29179E-7,0.021433493,0.001682166
23.0,23.0,1.60356E-7,0.005858791,0.000629179
24.0,24.0,3.34243E-4,50.773153031,0.567524915
25.0,25.0,1.8188E-6,0.108149196,0.007090186
26.0,26.0,1.4352E-4,17.860599402,0.360399142
27.0,27.0,4.26436E-6,0.298920366,0.016466623
28.0,28.0,3.55749E-7,0.016777112,0.001394759
29.0,29.0,1.37872E-7,0.004645467,0.000541006
30.0,30.0,8.45801E-8,0.002255209,0.00033196
31.0,31.0,4.30176E-6,0.304493492,0.01660867
32.0,32.0,1.00839E-5,0.883657184,0.038082739
33.0,33.0,2.04625E-12,0.000000005,0.000000008
34.0,34.0,5.12737E-4,87.973055105,0.668111219
35.0,35.0,4.99943E-5,5.459901834,0.164077177
36.0,36.0,1.33365E-7,0.004455883,0.000523331
37.0,37.0,3.31344E-4,50.274114565,0.565385738
38.0,38.0,6.0886E-5,6.859448121,0.192926703
39.0,39.0,1.4683E-4,18.49922224,0.365670935
40.0,40.0,2.07614E-5,1.960439065,0.075368042
41.0,41.0,1.37941E-5,1.243266963,0.05137479
42.0,42.0,1.11879E-5,0.977223265,0.042076767
43.0,43.0,1.90088E-5,1.803377745,0.069447537
44.0,44.0,1.02366E-7,0.002920663,0.000401739
45.0,45.0,4.66969E-5,4.932459825,0.154932183
46.0,46.0,1.89041E-4,24.586080123,0.426011953
47.0,47.0,2.09038E-5,1.977110262,0.075845927
48.0,48.0,3.20638E-4,47.859210123,0.557298122
49.0,49.0,1.30896E-5,1.174506841,0.048879319
50.0,50.0,2.09813E-7,0.00846084,0.000823069
51.0,51.0,3.88002E-7,0.018296898,0.001521019
52.0,52.0,1.48869E-7,0.005189996,0.000584133
53.0,53.0,1.99327E-5,1.889059358,0.07257811
54.0,54.0,4.05422E-4,68.208278868,0.614157332
55.0,55.0,1.98124E-4,25.941414816,0.437524559
56.0,56.0,2.88005E-4,41.157916288,0.530678911
57.0,57.0,3.02537E-4,43.995421784,0.542918038
58.0,58.0,7.31337E-6,0.619167284,0.027911633
59.0,59.0,3.58944E-6,0.239629755,0.013896683
60.0,60.0,1.64423E-4,21.107576179,0.392296932
61.0,61.0,3.59177E-4,56.826265739,0.585090687
62.0,62.0,3.28539E-4,49.416383267,0.563295845
63.0,63.0,3.82207E-5,3.961270134,0.130478896
64.0,64.0,2.14653E-5,2.025894711,0.077724589
65.0,65.0,6.32496E-6,0.510434588,0.024230729
66.0,66.0,2.58475E-7,0.010951949,0.001013773
67.0,67.0,3.42483E-5,3.478588329,0.118525127
68.0,68.0,1.7114E-8,0.000187891,0.000067187
69.0,69.0,1.00322E-5,0.878628475,0.037895005
70.0,70.0,3.26704E-4,49.055900473,0.561917451
71.0,71.0,9.99235E-6,0.876624933,0.037750035
72.0,72.0,3.91443E-4,64.503677037,0.605809951
73.0,73.0,1.08546E-5,0.947522085,0.04087423
74.0,74.0,2.28389E-10,0.000001354,0.000000897
75.0,75.0,2.00782E-8,0.000239723,0.000078823
76.0,76.0,1.55678E-4,19.635443222,0.379347512
77.0,77.0,2.63008E-4,36.711424795,0.508018646
78.0,78.0,1.0264E-4,12.291516084,0.287229036
79.0,79.0,3.56375E-7,0.016848324,0.001397212
80.0,80.0,6.30428E-5,7.2003518,0.198404912
81.0,81.0,2.22036E-5,2.091427469,0.08018364
82.0,82.0,2.37115E-6,0.145943868,0.009223528
83.0,83.0,7.91223E-5,9.088229356,0.237015405
84.0,84.0,1.80587E-4,23.275417898,0.414863628
85.0,85.0,3.53016E-4,55.508232847,0.580884251
86.0,86.0,7.36299E-10,0.0000045,0.000002891
87.0,87.0,4.21049E-4,71.93190964,0.623080112
88.0,88.0,5.44257E-4,90.884309995,0.681204798
89.0,89.0,3.91384E-4,64.464532702,0.605773529
90.0,90.0,6.87021E-5,7.933740727,0.212432019
91.0,91.0,4.05284E-4,68.167736645,0.614076432
92.0,92.0,2.33771E-6,0.142880137,0.009094614
93.0,93.0,3.12378E-8,0.000460352,0.000122628
94.0,94.0,2.65701E-6,0.168021682,0.010323985
95.0,95.0,2.25896E-4,30.4905598,0.470028173
96.0,96.0,4.34506E-4,75.226626859,0.630439238
97.0,97.0,2.31761E-7,0.009432791,0.000909089
98.0,98.0,2.2655E-4,30.626395916,0.470747514
99.0,99.0,7.48821E-8,0.001874437,0.000293908
100.0,100.0,7.14287E-8,0.00179405,0.000280358
101.0,101.0,5.01984E-8,0.000968307,0.000197045
102.0,102.0,2.27667E-7,0.009180147,0.000893048
103.0,103.0,4.92609E-4,85.05358331,0.659172329
104.0,104.0,2.35842E-6,0.144760843,0.009174469
105.0,105.0,7.37125E-11,0.000000333,0.000000289
106.0,106.0,1.99222E-4,26.100251812,0.438885208
107.0,107.0,2.75278E-4,38.814630451,0.519409074
108.0,108.0,6.08773E-6,0.489319073,0.023343149
109.0,109.0,3.37633E-4,51.881663422,0.569999895
110.0,110.0,4.81673E-6,0.35699033,0.018559991
111.0,111.0,1.54113E-4,19.403139971,0.376972175
112.0,112.0,8.57191E-7,0.047146367,0.003354134
113.0,113.0,3.87112E-7,0.018219368,0.001517534
114.0,114.0,1.42483E-4,17.731775165,0.358728896
115.0,115.0,5.1782E-8,0.00102965,0.00020326
116.0,116.0,5.54071E-5,6.119321904,0.178667816
117.0,117.0,2.58874E-6,0.163556369,0.0100614
118.0,118.0,6.94152E-5,8.009701123,0.214164607
119.0,119.0,1.41912E-4,17.603708534,0.357805077
120.0,120.0,6.5321E-9,0.000054823,0.000025645
121.0,121.0,2.95204E-4,42.439679663,0.536823122
122.0,122.0,7.82528E-10,0.000004653,0.000003072
123.0,123.0,5.10331E-5,5.581172825,0.16691734
124.0,124.0,3.18756E-5,3.213530815,0.111227229
125.0,125.0,2.29852E-5,2.197821381,0.082772837
126.0,126.0,1.90023E-8,0.000227951,0.000074599
127.0,127.0,1.18513E-4,14.45953352,0.317543946
128.0,128.0,1.55203E-4,19.58875772,0.378628293
129.0,129.0,5.99028E-6,0.479638621,0.02297805
130.0,130.0,2.60601E-5,2.538523883,0.092818111
131.0,131.0,1.12032E-4,13.569873558,0.305482236
132.0,132.0,3.68759E-4,59.116100563,0.591467525
133.0,133.0,1.85413E-5,1.762121866,0.067855384
134.0,134.0,4.96508E-5,5.39009506,0.163133907
135.0,135.0,7.35574E-6,0.62210284,0.028068781
136.0,136.0,5.7169E-6,0.448601916,0.021952403
137.0,137.0,7.94596E-7,0.043108261,0.003109967
138.0,138.0,8.79285E-8,0.002470465,0.000345097
139.0,139.0,7.0059E-7,0.038087932,0.002743044
140.0,140.0,4.85116E-6,0.358922975,0.018690193
141.0,141.0,2.15215E-4,28.725544996,0.457982008
142.0,142.0,2.17086E-5,2.047507194,0.078536696
143.0,143.0,8.51693E-6,0.729776851,0.032356403
144.0,144.0,2.99327E-5,2.978311688,0.105160605
145.0,145.0,1.91816E-7,0.007533213,0.000752525
146.0,146.0,7.67134E-6,0.651487084,0.029237874
147.0,147.0,4.58408E-5,4.835191852,0.152524986
148.0,148.0,1.53157E-6,0.08851213,0.005977145
149.0,149.0,7.77474E-6,0.663080784,0.029620283
150.0,150.0,3.84323E-6,0.259738142,0.014864627
151.0,151.0,2.30921E-7,0.009409615,0.000905798
152.0,152.0,1.25236E-4,15.264927258,0.329618725
153.0,153.0,2.08221E-6,0.124281291,0.008108692
154.0,154.0,7.73063E-7,0.041774608,0.003025943
155.0,155.0,4.41531E-6,0.316744924,0.017039587
156.0,156.0,3.90725E-5,4.026858143,0.13300013
157.0,157.0,3.59616E-9,0.000028988,0.000014119
158.0,158.0,9.0824E-5,10.65681409,0.262854515
159.0,159.0,5.63639E-5,6.247816042,0.181194039
160.0,160.0,1.11513E-4,13.513961281,0.304499329
161.0,161.0,3.64426E-15,0,0
162.0,162.0,4.88666E-4,84.709974773,0.657364315
163.0,163.0,1.3557E-6,0.075791164,0.005294433
164.0,164.0,5.58415E-7,0.029405314,0.0021876
165.0,165.0,1.57626E-6,0.091165543,0.006150486
166.0,166.0,6.94876E-8,0.001702279,0.000272741
167.0,167.0,2.21879E-6,0.133754971,0.008635953
168.0,168.0,1.50819E-5,1.388789769,0.055902901
169.0,169.0,6.38252E-6,0.515519942,0.024445857
170.0,170.0,2.19339E-6,0.131988208,0.008537962
171.0,171.0,2.31041E-5,2.209345958,0.083165326
172.0,172.0,6.68253E-5,7.628577244,0.207834782
173.0,173.0,1.45483E-4,18.294615864,0.363535877
174.0,174.0,4.14722E-4,70.095033908,0.619517663
175.0,175.0,2.86792E-5,2.828782239,0.101202236
176.0,176.0,4.82042E-5,5.155279639,0.159137312
177.0,177.0,6.90779E-5,7.968179018,0.213346189
