Predictor variable,Categorical,Sample average
layer.1,false,3.054319651767848E-4
layer.2,false,0.11933888054438054
layer.3,false,0.6826026572121514
layer.4,false,0.13857479809620787
layer.5,false,0.05063873074490518
layer.6,false,0.008539499944105508
layer.7,false,351.22222222222223
