X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,5.886003390150372E-4,93.55182221204538,0.6984189545890769
2.0,2.0,train,3.624252486488656E-4,58.189191285610185,0.5877934828147406
3.0,3.0,train,5.411183567947663E-4,88.43091532475135,0.6804131184095658
4.0,4.0,train,3.053434183910643E-4,46.522118701034074,0.5457392809791057
5.0,5.0,train,4.008210205301075E-4,65.25802475941228,0.6119574938041591
6.0,6.0,train,1.9161326055808648E-4,25.95524868041242,0.4298439199070619
7.0,7.0,train,4.056079928432264E-5,4.402320608332611,0.13762412484324496
8.0,8.0,train,3.918933357292805E-4,63.754776540374245,0.6065952167043983
9.0,9.0,train,3.0535705195572604E-4,46.52441562357033,0.5457503497825351
10.0,10.0,train,2.100007217150506E-4,28.856499472246544,0.45243028857374273
11.0,11.0,train,2.31092070474944E-4,32.52894251155238,0.47623021837621843
12.0,12.0,train,2.2536759453451485E-4,31.44559525316596,0.4699776008489063
13.0,13.0,train,2.717152741520304E-4,39.65299301464298,0.5166907154669673
14.0,14.0,train,4.410397006639296E-4,73.02111923014306,0.6344064964896525
15.0,15.0,train,5.104129129308864E-4,83.9749421184238,0.6675784405285149
16.0,16.0,train,5.666411321371156E-4,91.530126297545,0.6903506490981295
17.0,17.0,train,5.382160718259699E-4,87.91056090263697,0.6792425488735008
18.0,18.0,train,3.5347558893727564E-4,56.392315604420446,0.5817222397912067
19.0,19.0,train,4.6116647479849294E-4,76.52400632420625,0.6446930021849189
21.0,21.0,train,5.117497835396642E-4,84.24000263183771,0.668158670955297
22.0,22.0,train,4.171676639887858E-4,68.31290429634501,0.6214062108394739
23.0,23.0,train,2.9395159416699076E-4,44.37083636304299,0.5362980449912167
24.0,24.0,train,2.4041409463026092E-4,34.55107428918378,0.4861025245050062
25.0,25.0,train,1.5372376283607624E-4,19.90790516601519,0.3768805803295781
26.0,26.0,train,4.243295401877609E-4,69.71112112437292,0.6254024975527454
27.0,27.0,train,2.1422710557793414E-4,29.554213325153988,0.45737115034313364
29.0,29.0,train,4.025998216621128E-4,65.63144466562711,0.613008486279328
30.0,30.0,train,4.249873598439504E-4,69.82888543685655,0.6257653309114399
31.0,31.0,train,6.640415820835581E-4,97.4487452166472,0.723197423819717
32.0,32.0,train,7.468994711167297E-5,8.70021254256693,0.22712416662095652
33.0,33.0,train,4.4532618534814933E-4,73.82650091870104,0.6366468684098059
35.0,35.0,train,3.8768662835489176E-4,63.01408772251277,0.6040168175646092
36.0,36.0,train,1.304095971553647E-4,16.370200867610443,0.3391046353018923
38.0,38.0,train,2.2142163091001699E-4,30.69472944064252,0.46557994218108817
39.0,39.0,train,6.008645313901881E-4,94.83547675769181,0.702744730577994
40.0,40.0,train,6.605001841767499E-4,97.30709057248015,0.7221256954926707
41.0,41.0,train,4.5204468318687325E-4,74.85835105047597,0.6401036346909807
42.0,42.0,train,5.951033582251329E-4,94.2708391881145,0.7007282329934461
43.0,43.0,train,1.5764732712889224E-4,20.408283616946097,0.38281744526441097
44.0,44.0,train,5.604620088096716E-5,6.347465901571149,0.18067356479788713
45.0,45.0,train,2.2346926162709682E-4,31.072021781918,0.46787103535598173
46.0,46.0,train,5.616248058479483E-4,90.9787602856452,0.6884465921888193
47.0,47.0,train,2.0434148318092341E-4,27.958542872977382,0.4456717011760302
48.0,48.0,train,4.232693038852938E-4,69.51169527650514,0.6248162202660705
49.0,49.0,train,1.564560484668108E-4,20.248881577780807,0.3810268795620883
50.0,50.0,train,1.8124526026388465E-4,24.05713494568528,0.4162672170756381
51.0,51.0,train,5.1474296514084745E-5,5.81699204686949,0.16841750387079776
52.0,52.0,train,3.3955949681696275E-4,53.658690694877066,0.5719183100956998
53.0,53.0,train,7.016501497537556E-4,99.01405180756511,0.7340888544409311
54.0,54.0,train,3.1161116866195826E-4,47.939985088680075,0.5507716845057326
55.0,55.0,train,5.796590350351068E-4,92.79182434416515,0.6951850091296344
56.0,56.0,train,4.5006600174780416E-4,74.42959660933815,0.6390924259759907
57.0,57.0,train,4.4628182349842394E-4,74.0426968656923,0.6371426036967929
58.0,58.0,train,2.868530107686959E-4,43.02537095882586,0.5302138618117707
60.0,60.0,train,3.9310777413696624E-4,64.02959251432267,0.6073333429060856
61.0,61.0,train,2.2863547537176643E-4,32.09582045816739,0.4735651391237012
62.0,62.0,train,2.7450504569169796E-4,40.269488924433404,0.5192411403740889
63.0,63.0,train,4.5694043150707435E-4,75.88981566552482,0.6425814282875383
64.0,64.0,train,3.181791302402378E-4,49.16351366859194,0.555926862868078
65.0,65.0,train,4.528524945136594E-4,75.0337610567782,0.6405148410590301
66.0,66.0,train,5.107957943212521E-4,84.05063229825052,0.6677448264820661
68.0,68.0,train,7.340841237163623E-4,99.54078667429708,0.7428159980342758
69.0,69.0,train,1.1127719590772628E-4,13.546870402044094,0.30450364643868
20.0,20.0,test,3.9354803695261167E-4,64.15937346198453,0.6076002476074011
28.0,28.0,test,4.867938110336425E-5,5.470393980485652,0.16074281920250783
34.0,34.0,test,1.7456125715224137E-4,22.96301245336881,0.40716651450290037
37.0,37.0,test,4.184045587895247E-4,68.6134482124045,0.6221024713558737
59.0,59.0,test,2.3179502102491865E-4,32.70814103777023,0.4769878680555325
67.0,67.0,test,1.8829905481691824E-4,25.180086563338456,0.4255732168746784
70.0,70.0,test,3.6965753264161236E-4,59.41101546942245,0.5925724297297188
