Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
7.20002E-13,0.000000001,0.000000003,0.991950711,0,0
1.42819E-12,0.000000003,0.000000006,0.990460101,0,0
4.23153E-12,0.00000001,0.000000017,0.987478883,0,0
8.09192E-12,0.000000026,0.000000032,0.984994534,0,0
3.01443E-11,0.000000101,0.000000118,0.980323959,0,0
5.93302E-11,0.000000254,0.000000233,0.976845871,0,0
1.83741E-10,0.000001017,0.000000721,0.969989069,0,0
3.87949E-10,0.000002506,0.000001523,0.96472225,0,0
1.38562E-9,0.000010054,0.00000544,0.955778595,0,0
3.16994E-9,0.000025016,0.000012445,0.949021167,0,0
6.03817E-9,0.000050404,0.000023706,0.943257478,0,0
1.05715E-8,0.000100929,0.000041503,0.937096293,0,0
2.10671E-8,0.00025202,0.000082705,0.927357647,0,0
3.31275E-8,0.000502255,0.000130045,0.918215244,0,0
5.12254E-8,0.00100386,0.000201076,0.906290371,0,0
8.95514E-8,0.002506102,0.000351465,0.884726225,0,0
1.45445E-7,0.005012737,0.000570705,0.863460201,0,0
2.40728E-7,0.010001417,0.000944232,0.837225479,0,0
4.92286E-7,0.025027822,0.001929038,0.794991553,0,0
9.1159E-7,0.050044423,0.003566234,0.75812382,0,0
1.7046E-6,0.100049972,0.006647952,0.719367982,0,0
3.08274E-6,0.200200313,0.011958418,0.677034682,0,0
4.27998E-6,0.300203012,0.016525961,0.650104343,0,0
5.19976E-6,0.400008322,0.020006386,0.62913644,0,0
6.20669E-6,0.500402355,0.023788448,0.611646626,0,0
7.10014E-6,0.600385063,0.027119896,0.596740535,0,0
8.18898E-6,0.700599521,0.0311493,0.583722548,0,0
8.74066E-6,0.750535161,0.033178186,0.577859485,0,0
9.18963E-6,0.800703021,0.034823061,0.572294544,0,0
1.02718E-5,0.90096646,0.038764773,0.562059028,0,0
1.14275E-5,1.000952296,0.042939191,0.552916625,0,0
1.23776E-5,1.100415624,0.046343586,0.544569214,0,0
1.34203E-5,1.201048015,0.050052318,0.536818046,0,0
1.41943E-5,1.300667509,0.052786598,0.529663122,0,0
1.52336E-5,1.400917007,0.05643332,0.522905694,0,0
1.61569E-5,1.500111095,0.0596498,0.516645136,0,0
1.84422E-5,1.751024965,0.067517399,0.502235914,0,0
2.12181E-5,2.000281133,0.07689835,0.489714797,0,0
2.36178E-5,2.251533888,0.0848575,0.478584915,0,0
2.58481E-5,2.502183534,0.092132598,0.468548147,0,0
2.80395E-5,2.752298421,0.099169047,0.45930637,0,0
3.01319E-5,3.002334598,0.105786369,0.450760211,0,0
3.22268E-5,3.251942258,0.112314905,0.442810295,0,0
3.44312E-5,3.502636016,0.119082773,0.435357249,0,0
3.67399E-5,3.7516608,0.126060993,0.428401073,0,0
3.86245E-5,4.003539807,0.131676013,0.421743019,0,0
4.11345E-5,4.251782302,0.139043018,0.415581834,0,0
4.28708E-5,4.503687042,0.144066645,0.409619398,0,0.142857143
4.50477E-5,4.753444525,0.150282772,0.403955083,0,0.142857143
4.70666E-5,5.002840563,0.155967335,0.39858889,0,0.142857143
4.87571E-5,5.252281681,0.160669216,0.393421445,0.031746032,0.142857143
5.03788E-5,5.500071346,0.165130712,0.388452748,0.031746032,0.142857143
5.24744E-5,5.752283293,0.170826228,0.383583424,0.031746032,0.142857143
5.46352E-5,6.003923338,0.176618198,0.378912849,0.031746032,0.142857143
5.6419E-5,6.253457942,0.18133902,0.374441022,0.031746032,0.142857143
5.84917E-5,6.500551541,0.186756935,0.370167942,0.031746032,0.142857143
6.03446E-5,6.750496992,0.191539712,0.365994236,0.031746032,0.142857143
6.18211E-5,7.000597527,0.19531099,0.361919905,0.031746032,0.142857143
6.34294E-5,7.250960985,0.199379019,0.357944947,0.031746032,0.142857143
6.57603E-5,7.50254221,0.205202391,0.354069363,0.047619048,0.142857143
6.75684E-5,7.756379712,0.2096614,0.350293153,0.047619048,0.142857143
6.92469E-5,8.002759608,0.213756492,0.346715691,0.047619048,0.142857143
7.18773E-5,8.257129165,0.220089089,0.343138229,0.047619048,0.142857143
7.38096E-5,8.505063133,0.224676507,0.339759515,0.047619048,0.142857143
7.63462E-5,8.753463233,0.230617155,0.336480175,0.047619048,0.142857143
7.8662E-5,9.001437969,0.235961914,0.333300209,0.047619048,0.142857143
8.07914E-5,9.255939084,0.240811309,0.330120242,0.063492063,0.142857143
8.23375E-5,9.500678521,0.244293716,0.327139024,0.063492063,0.142857143
8.39402E-5,9.750116568,0.247870427,0.324157806,0.063492063,0.142857143
8.54817E-5,10.003786484,0.251278432,0.321176587,0.063492063,0.142857143
8.77836E-5,10.255489814,0.256310772,0.318294743,0.063492063,0.142857143
8.92382E-5,10.503626089,0.259455959,0.315512273,0.063492063,0.142857143
9.15032E-5,10.757123559,0.264300857,0.312729802,0.063492063,0.142857143
9.30594E-5,11.005952964,0.267592893,0.310046706,0.063492063,0.142857143
9.52951E-5,11.250825151,0.272271301,0.307462983,0.063492063,0.142857143
9.74242E-5,11.501152497,0.276671411,0.304879261,0.063492063,0.142857143
9.91533E-5,11.756550668,0.280205987,0.302295538,0.063492063,0.142857143
1.00925E-4,12.006711919,0.283792761,0.29981119,0.063492063,0.142857143
1.02233E-4,12.250532843,0.286415785,0.297426215,0.063492063,0.142857143
1.04421E-4,12.508827976,0.290764341,0.294941866,0.063492063,0.142857143
1.06468E-4,12.751335242,0.294782784,0.292656266,0.063492063,0.142857143
1.08042E-4,13.008895546,0.297844274,0.290271291,0.063492063,0.142857143
1.09695E-4,13.259564512,0.30102854,0.28798569,0.063492063,0.142857143
1.11472E-4,13.502809944,0.304419917,0.285799463,0.063492063,0.142857143
1.13657E-4,13.750752985,0.308547205,0.283613237,0.063492063,0.142857143
1.15603E-4,14.002860378,0.312180883,0.28142701,0.063492063,0.142857143
1.17482E-4,14.258958843,0.315652712,0.279240783,0.063492063,0.142857143
1.18985E-4,14.507047496,0.318406069,0.27715393,0.063492063,0.142857143
1.21209E-4,14.759665016,0.322437845,0.275067077,0.063492063,0.142857143
1.23117E-4,15.004206284,0.325859906,0.273079599,0.063492063,0.142857143
1.25228E-4,15.252403687,0.329604853,0.27109212,0.063492063,0.142857143
1.27147E-4,15.504853498,0.332973468,0.269104641,0.063492063,0.142857143
1.28464E-4,15.760624455,0.335266982,0.267117162,0.063492063,0.142857143
1.29991E-4,16.006186425,0.337904623,0.265229057,0.063492063,0.142857143
1.31719E-4,16.254447317,0.340866919,0.263340952,0.063492063,0.285714286
1.33525E-4,16.506693675,0.34393244,0.261452847,0.063492063,0.285714286
1.3492E-4,16.761984151,0.346282095,0.259564742,0.063492063,0.285714286
1.36576E-4,17.006372313,0.349047844,0.257776011,0.063492063,0.285714286
1.38212E-4,17.253403329,0.351758531,0.25598728,0.079365079,0.285714286
1.40862E-4,17.504733961,0.356101808,0.254198549,0.079365079,0.285714286
1.42697E-4,17.760302988,0.359074797,0.252409818,0.079365079,0.285714286
1.44266E-4,18.004610236,0.361594168,0.250720461,0.079365079,0.285714286
1.45397E-4,18.250977653,0.363398992,0.249031104,0.095238095,0.285714286
1.46879E-4,18.513910145,0.365748836,0.247242373,0.095238095,0.285714286
1.4922E-4,18.750716883,0.369424996,0.24565239,0.095238095,0.285714286
1.51115E-4,19.00571295,0.372369882,0.243963033,0.095238095,0.285714286
1.53552E-4,19.264719722,0.376115039,0.242273676,0.095238095,0.285714286
1.54813E-4,19.511254945,0.378037459,0.240683693,0.095238095,0.285714286
