Predictor variable,Categorical,Sample average
layer.1,false,1.4484402472301136E-4
layer.2,false,0.12450288497798499
layer.3,false,0.6872974936924283
layer.4,false,0.134100377249221
layer.5,false,0.045673099852773166
layer.6,false,0.008281299733512458
layer.7,false,352.3333333333333
