x,y,species_9 logistic values
1.0,1.0,0.03462615
2.0,2.0,0.5201351
3.0,3.0,0.100764595
4.0,4.0,0.0024968786
5.0,5.0,0.5382679
6.0,6.0,1.3180028E-4
7.0,7.0,0.0047215074
8.0,8.0,0.5125486
9.0,9.0,0.024127822
10.0,10.0,0.034342013
11.0,11.0,0.32427564
12.0,12.0,0.35477734
13.0,13.0,0.43841714
14.0,14.0,0.22198834
15.0,15.0,0.031711593
16.0,16.0,0.003741282
17.0,17.0,0.0115991095
18.0,18.0,0.0040259734
19.0,19.0,0.28718543
20.0,20.0,5.5494806E-4
21.0,21.0,0.09873687
22.0,22.0,0.00448073
23.0,23.0,0.0010522567
24.0,24.0,0.6415251
25.0,25.0,0.011873942
26.0,26.0,0.3404604
27.0,27.0,0.0145619465
28.0,28.0,0.002388213
29.0,29.0,9.072754E-4
30.0,30.0,6.7188975E-4
31.0,31.0,0.024196705
32.0,32.0,0.041716162
33.0,33.0,1.3451451E-8
34.0,34.0,0.6780609
35.0,35.0,0.23940934
36.0,36.0,9.934411E-4
37.0,37.0,0.5032633
38.0,38.0,0.15050887
39.0,39.0,0.32668084
40.0,40.0,0.060691398
41.0,41.0,0.059279025
42.0,42.0,0.044359416
43.0,43.0,0.103692554
44.0,44.0,9.131392E-4
45.0,45.0,0.0812779
46.0,46.0,0.29722467
47.0,47.0,0.09541037
48.0,48.0,0.54879814
49.0,49.0,0.028625458
50.0,50.0,8.4450626E-4
51.0,51.0,0.002695379
52.0,52.0,9.808221E-4
53.0,53.0,0.071925476
54.0,54.0,0.67994916
55.0,55.0,0.39813107
56.0,56.0,0.53174907
57.0,57.0,0.4836621
58.0,58.0,0.04084828
59.0,59.0,0.016821291
60.0,60.0,0.38332337
61.0,61.0,0.5951367
62.0,62.0,0.5784359
63.0,63.0,0.034729507
64.0,64.0,0.11034112
65.0,65.0,0.024760222
66.0,66.0,0.0028271526
67.0,67.0,0.16384655
68.0,68.0,1.3392948E-4
69.0,69.0,0.050385945
70.0,70.0,0.5022237
71.0,71.0,0.05500332
72.0,72.0,0.65652174
73.0,73.0,0.028973965
74.0,74.0,3.0387773E-6
75.0,75.0,1.6108934E-4
76.0,76.0,0.4105055
77.0,77.0,0.5041072
78.0,78.0,0.21625416
79.0,79.0,0.002501098
80.0,80.0,0.10383506
81.0,81.0,0.08332649
82.0,82.0,0.004555114
83.0,83.0,0.21239255
84.0,84.0,0.42574367
85.0,85.0,0.5736732
86.0,86.0,9.397134E-6
87.0,87.0,0.60407096
88.0,88.0,0.66942257
89.0,89.0,0.6313135
90.0,90.0,0.10233931
91.0,91.0,0.6445002
92.0,92.0,0.012015896
93.0,93.0,5.457182E-4
94.0,94.0,0.014307328
95.0,95.0,0.46745998
96.0,96.0,0.6137401
97.0,97.0,0.001008526
98.0,98.0,0.4893826
99.0,99.0,6.0590403E-4
100.0,100.0,7.780211E-4
101.0,101.0,3.928541E-4
102.0,102.0,0.0022238265
103.0,103.0,0.7099757
104.0,104.0,0.022887355
105.0,105.0,1.0761231E-6
106.0,106.0,0.3552537
107.0,107.0,0.49792126
108.0,108.0,0.01898824
109.0,109.0,0.10516149
110.0,110.0,0.034098383
111.0,111.0,0.34226003
112.0,112.0,0.0051532686
113.0,113.0,0.003163063
114.0,114.0,0.37933508
115.0,115.0,6.6510885E-4
116.0,116.0,0.10208901
117.0,117.0,0.014253608
118.0,118.0,0.17828028
119.0,119.0,0.35924274
120.0,120.0,6.148438E-5
121.0,121.0,0.6049474
122.0,122.0,1.0670772E-5
123.0,123.0,0.28381845
124.0,124.0,0.13089591
125.0,125.0,0.10019018
126.0,126.0,9.619395E-5
127.0,127.0,0.39793217
128.0,128.0,0.295613
129.0,129.0,0.010929088
130.0,130.0,0.048671912
131.0,131.0,0.23178001
132.0,132.0,0.5286148
133.0,133.0,0.09329087
134.0,134.0,0.14901072
135.0,135.0,0.030019894
136.0,136.0,0.033070445
137.0,137.0,0.0052273506
138.0,138.0,6.327996E-4
139.0,139.0,0.004830661
140.0,140.0,0.034029264
141.0,141.0,0.5120344
142.0,142.0,0.12634319
143.0,143.0,0.062102724
144.0,144.0,0.05174189
145.0,145.0,0.0025678452
146.0,146.0,0.038249165
147.0,147.0,0.15998639
148.0,148.0,0.0024486084
149.0,149.0,0.019021932
150.0,150.0,0.02790768
151.0,151.0,0.0022812446
152.0,152.0,0.31714645
153.0,153.0,0.011087558
154.0,154.0,0.0060254284
155.0,155.0,0.020402947
156.0,156.0,0.102945
157.0,157.0,4.6105273E-5
158.0,158.0,0.22245173
159.0,159.0,0.16168998
160.0,160.0,0.33955482
161.0,161.0,8.339121E-11
162.0,162.0,0.6964724
163.0,163.0,0.010867978
164.0,164.0,0.0039052507
165.0,165.0,0.00536546
166.0,166.0,6.4766983E-4
167.0,167.0,0.012555779
168.0,168.0,0.089010775
169.0,169.0,0.044088997
170.0,170.0,0.013649983
171.0,171.0,0.041318465
172.0,172.0,0.20814507
173.0,173.0,0.342907
174.0,174.0,0.6250311
175.0,175.0,0.12369033
176.0,176.0,0.15962128
177.0,177.0,0.22533529
178.0,178.0,0.50447303
179.0,179.0,0.038886126
180.0,180.0,0.583132
181.0,181.0,0.088731706
182.0,182.0,1.5759577E-9
183.0,183.0,0.6387677
184.0,184.0,0.00394818
185.0,185.0,0.3606065
186.0,186.0,0.035217207
