X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
2.0,2.0,train,3.145207401172225E-4,48.935654393343846,0.5572228365922773
3.0,3.0,train,4.8537878720975914E-4,85.79141621510027,0.6601085904720408
4.0,4.0,train,3.0795371696768636E-4,47.34496652156301,0.5520106997853736
5.0,5.0,train,4.103066487027228E-4,71.12471286288125,0.621460842641752
6.0,6.0,train,2.527660321138783E-4,35.923436938828544,0.5028281862342734
7.0,7.0,train,4.6810152947334384E-5,4.9881075180019,0.15775187108758273
8.0,8.0,train,4.641678616329744E-4,82.39104361801189,0.650012655296036
9.0,9.0,train,3.047215371957321E-4,46.88625571371191,0.5494000495350259
10.0,10.0,train,2.6552397857679765E-4,38.40138324075401,0.5151338085467391
11.0,11.0,train,2.625858632864234E-4,37.87721827546503,0.5123541614423849
12.0,12.0,train,1.9972461582831358E-4,26.521283859969657,0.4441806643626894
13.0,13.0,train,2.759508240396612E-4,40.76142379827811,0.5247475753855064
14.0,14.0,train,5.082680115861502E-4,88.56501746798833,0.6703696649695813
15.0,15.0,train,5.793287969114744E-4,95.26055113281983,0.698616574766672
16.0,16.0,train,5.89312740892038E-4,96.02090847332066,0.702201975609792
17.0,17.0,train,5.629195151670658E-4,93.96806414653716,0.6925323854564456
19.0,19.0,train,4.279212197429767E-4,75.7636391767481,0.6312976285106306
20.0,20.0,train,3.948659069717032E-4,67.25735663992768,0.6123959710468847
21.0,21.0,train,4.112644869272716E-4,71.50645296175071,0.6220092188288671
22.0,22.0,train,3.909038414285676E-4,66.3878677469988,0.6099995148807209
23.0,23.0,train,2.8693444634811177E-4,43.299676776226086,0.5344708207102841
24.0,24.0,train,2.2768355927849692E-4,31.516384735921665,0.47671818475065386
26.0,26.0,train,3.5702792168970074E-4,59.08436137736786,0.5882322968984705
27.0,27.0,train,2.1357093105294606E-4,28.89865703209004,0.46078510128911326
28.0,28.0,train,7.154985515115687E-5,8.122581143896467,0.22256913648481605
29.0,29.0,train,3.3218834948932195E-4,52.980950485220674,0.5706615349389986
30.0,30.0,train,4.223408979147862E-4,74.32055267056236,0.628237105691022
31.0,31.0,train,5.493276349769089E-4,92.6657949079889,0.6873036565816818
32.0,32.0,train,7.210078305259418E-5,8.189817223980723,0.22389918991095017
33.0,33.0,train,4.716578673922385E-4,83.64460448519246,0.6536455239902148
34.0,34.0,train,2.2247232328481752E-4,30.502633711527572,0.47094558924195873
35.0,35.0,train,3.597591608118724E-4,60.02089159684103,0.5900769248053386
36.0,36.0,train,1.3714436987813592E-4,16.874388792557397,0.35431686806506024
37.0,37.0,train,4.804793589397518E-4,85.14022539577579,0.6578286493052652
38.0,38.0,train,2.8454288046708524E-4,42.889546911376534,0.5323877233656659
39.0,39.0,train,5.177118638071424E-4,89.26604704958544,0.6744249545184783
40.0,40.0,train,5.382010425695375E-4,91.79500162566914,0.682889064243801
41.0,41.0,train,3.841867909602129E-4,64.68934860862564,0.605868283231145
42.0,42.0,train,5.28602547348051E-4,90.88423766497817,0.6789793798048714
43.0,43.0,train,1.7659470869484806E-4,23.032804017665985,0.4140387493313487
44.0,44.0,train,7.016416769306839E-5,7.951504778564423,0.2192035613384912
45.0,45.0,train,2.423255954382071E-4,33.99818683053664,0.4922833218986294
46.0,46.0,train,5.350423648725158E-4,91.36693675162579,0.6816130185132349
47.0,47.0,train,2.450796374980875E-4,34.41037304007627,0.49510810302768804
48.0,48.0,train,3.769804242744334E-4,63.40050181979302,0.6013376662258478
49.0,49.0,train,1.6258733618580284E-4,20.920536015921446,0.3941415879719644
50.0,50.0,train,2.283839395865705E-4,31.63000185518205,0.47748442192223056
52.0,52.0,train,2.9674643520446813E-4,45.164696293815005,0.5428264554907887
55.0,55.0,train,5.192053901877374E-4,89.53422603205836,0.6750571703546203
56.0,56.0,train,4.492553505362779E-4,80.130862083193,0.6425479034746735
57.0,57.0,train,4.7978532664008037E-4,84.91976442975881,0.6575032068255477
58.0,58.0,train,2.7893634491109326E-4,41.29774017616453,0.5274304758927748
59.0,59.0,train,2.3515271645403193E-4,32.65889561584704,0.484775642403844
60.0,60.0,train,3.6359209721562545E-4,61.002056621254575,0.5926379212868834
61.0,61.0,train,2.7771608002196655E-4,41.11179660791847,0.5263375689879101
62.0,62.0,train,3.048569812939891E-4,46.904138197740544,0.549510059171049
64.0,64.0,train,3.631811583587527E-4,60.80773960058491,0.5923648828421388
65.0,65.0,train,4.1977253604178405E-4,73.41633461493629,0.6268113500922204
66.0,66.0,train,4.1973048305490206E-4,73.40266777620356,0.62678791452997
67.0,67.0,train,2.1591345607004157E-4,29.25157760909986,0.4634966223724883
68.0,68.0,train,5.842145411330243E-4,95.55152304361998,0.7003818507495223
69.0,69.0,train,1.4318696832003308E-4,17.66020476379038,0.3642418452893046
70.0,70.0,train,3.6019394690358123E-4,60.15396968855554,0.5903690474196795
1.0,1.0,test,4.819270885828904E-4,85.39745248097962,0.6585055254310623
18.0,18.0,test,3.45348221821907E-4,56.51135840277511,0.5801530786568054
25.0,25.0,test,1.477203586912592E-4,18.4856055464262,0.3714899042836932
51.0,51.0,test,1.691579909676686E-5,1.5905495960050067,0.06339341249312437
53.0,53.0,test,5.899608064482232E-4,96.15244812381657,0.7024317606396528
54.0,54.0,test,2.7427893475366177E-4,40.526832764488056,0.5232318045856479
63.0,63.0,test,4.5539311649073336E-4,81.1862794610774,0.6456585064849923
