Predictor variable,Categorical,Sample average
layer.1,false,3.5896127866137596E-4
layer.2,false,0.13657846824369496
layer.3,false,0.6824452186387683
layer.4,false,0.12182327166258816
layer.5,false,0.04859831939924449
layer.6,false,0.010195759842024437
layer.7,false,352.42857142857144
