Predictor variable,Categorical,Sample average
layer.1,false,3.5896127866137596E-4
layer.2,false,0.12570257147123653
layer.3,false,0.6858112670126415
layer.4,false,0.12678260512147393
layer.5,false,0.05148260466133555
layer.6,false,0.009861988817445107
layer.7,false,350.7936507936508
