X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,4.8602481550715605E-4,87.79029601663049,0.6599506138987531
2.0,2.0,train,3.526557660396354E-4,56.67388811350168,0.5847507814673089
5.0,5.0,train,3.3929233895542627E-4,53.50856946264568,0.5753410340046285
6.0,6.0,train,2.367456666366482E-4,32.51485396806413,0.48595391904871793
7.0,7.0,train,4.833025523640803E-5,5.154253601308438,0.16176853289408594
8.0,8.0,train,3.681345519271216E-4,61.02442082728187,0.5951418358106763
9.0,9.0,train,2.776122028800756E-4,40.49984462678185,0.5257371445651303
11.0,11.0,train,2.875672290509783E-4,42.47254640387505,0.5345128138069513
12.0,12.0,train,2.1797337148549262E-4,29.124670873938292,0.4653524591171055
14.0,14.0,train,4.3773723025405324E-4,76.87315860795296,0.6360899495736722
15.0,15.0,train,4.854515418748122E-4,87.66297657628058,0.6596857058516356
16.0,16.0,train,5.28608727810219E-4,92.50786148389814,0.6785383995010119
17.0,17.0,train,5.557469260697259E-4,95.52418954096262,0.6893596867871198
18.0,18.0,train,3.518203755184427E-4,56.36776708354231,0.5841747845140329
19.0,19.0,train,5.70482585891468E-4,96.37620084889996,0.6949357755754464
20.0,20.0,train,4.7118265940916947E-4,84.8272092596737,0.6529564802427075
21.0,21.0,train,5.397764667275639E-4,93.77753188947158,0.6830815061940849
22.0,22.0,train,4.888356524407813E-4,88.30139758358712,0.6612435474956695
23.0,23.0,train,3.0216485198447684E-4,45.01527289685007,0.5468093229406682
24.0,24.0,train,2.434122744274211E-4,34.101030910900256,0.4928932460110067
25.0,25.0,train,2.000101178329932E-4,26.43393521807503,0.44403114148014855
26.0,26.0,train,3.93427458506816E-4,67.04279230186188,0.6110460010883458
27.0,27.0,train,2.2213533324664595E-4,29.716809719770833,0.47006117402476283
28.0,28.0,train,6.89613726430473E-5,7.733051517401515,0.21591391877463523
29.0,29.0,train,3.5776919831679736E-4,58.500300693020414,0.588241978810356
30.0,30.0,train,4.14491545836135E-4,71.78766195454584,0.6233676685591873
32.0,32.0,train,6.100940870063126E-5,6.7024348415283255,0.19589399356224688
33.0,33.0,train,4.7093710499157625E-4,84.77566726978216,0.6528383463711117
34.0,34.0,train,1.7441720839842672E-4,22.39040706021239,0.4105395491771191
35.0,35.0,train,3.6356745293162496E-4,59.82088204670034,0.5921303856703783
36.0,36.0,train,1.6504704115035825E-4,20.833922058475746,0.3972456191635935
37.0,37.0,train,4.645847338561317E-4,83.12225361508547,0.6497540813161361
38.0,38.0,train,2.7267646000546516E-4,39.537723937091656,0.5212622759596617
39.0,39.0,train,4.952109587400632E-4,89.01574746850869,0.6641399438064669
40.0,40.0,train,5.627728274097944E-4,96.0275609677477,0.6920435486975929
41.0,41.0,train,4.3707081483313804E-4,76.76711827682598,0.6357372012925565
42.0,42.0,train,4.801371077044451E-4,86.63157659796913,0.6572101302151068
44.0,44.0,train,6.23324217278134E-5,6.888719194566089,0.19929541730451486
45.0,45.0,train,2.346347104050616E-4,31.885451236143275,0.4837168456478362
46.0,46.0,train,4.006751144608435E-4,68.91502712324755,0.6153755603118255
47.0,47.0,train,2.040600760095687E-4,27.052656821513416,0.4489853597943554
48.0,48.0,train,3.568994498509412E-4,58.09175191513718,0.5876523070815275
50.0,50.0,train,1.5154076552021932E-4,18.857432931201114,0.3769930620808616
51.0,51.0,train,6.204770949839902E-5,6.845043781188705,0.19856586359330075
52.0,52.0,train,3.0648675758825186E-4,46.15441028175542,0.5503262613858786
53.0,53.0,train,7.310357694645053E-4,99.59521037120803,0.7448396619198443
54.0,54.0,train,3.219714310639864E-4,49.68829135545936,0.5624908578681459
55.0,55.0,train,6.637045268486503E-4,99.1872742991617,0.7260456732653846
56.0,56.0,train,5.478843796775666E-4,95.03158305418307,0.6863002164036037
57.0,57.0,train,4.4705106381707035E-4,78.78950892693328,0.6409494223189802
58.0,58.0,train,3.179232983597489E-4,48.73471715845618,0.5593746794055269
59.0,59.0,train,2.556391170964704E-4,36.53902830243196,0.5051451214493392
60.0,60.0,train,4.110012975535847E-4,70.75552933686652,0.6213802553273601
61.0,61.0,train,2.526081852647262E-4,36.01063604671737,0.502163505155035
62.0,62.0,train,3.2056639816654953E-4,49.435106252508184,0.5614142957472161
63.0,63.0,train,5.418510990970987E-4,94.04800999237854,0.6839113733953788
64.0,64.0,train,2.983515355371028E-4,44.320081319416595,0.5436602471403432
65.0,65.0,train,4.6084032138672356E-4,81.95155005255698,0.6479102501736455
66.0,66.0,train,4.872619644871991E-4,88.01254462829964,0.6605208937722994
67.0,67.0,train,2.199521026704089E-4,29.401695178513453,0.46760152497486085
68.0,68.0,train,6.165054186219971E-4,97.85434549925112,0.711130632467561
69.0,69.0,train,1.221710688939985E-4,14.631337376841394,0.3278857156682215
70.0,70.0,train,4.165466938730277E-4,72.28081534107687,0.6245281790107827
3.0,3.0,test,4.6678876484911524E-4,83.83965846869066,0.6508303933899261
4.0,4.0,test,2.9724112491116427E-4,44.11639206734758,0.5427350146887664
10.0,10.0,test,2.1175508367681927E-4,28.161648532031744,0.45815927738733264
13.0,13.0,test,2.5305358025896755E-4,36.081885689489795,0.5026039032511278
31.0,31.0,test,5.100454264312032E-4,90.60957353771519,0.6706914969183397
43.0,43.0,test,1.3037264193116753E-4,15.835580255633278,0.3423613827919187
49.0,49.0,test,1.0992719978350663E-4,12.89403981210591,0.3050493620364691
