Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
6.32828E-13,0.000000001,0.000000003,0.993739442,0,0
1.53931E-12,0.000000003,0.000000006,0.99244758,0,0
5.40174E-12,0.00000001,0.000000022,0.990062606,0,0
9.50102E-12,0.000000025,0.000000039,0.988075127,0,0
2.64503E-11,0.000000101,0.000000108,0.983702673,0,0
6.70451E-11,0.000000255,0.000000273,0.980522707,0,0
2.0727E-10,0.00000101,0.000000843,0.974759018,0,0
4.24733E-10,0.000002541,0.000001726,0.970088443,0,0
1.47866E-9,0.000010112,0.00000601,0.961542284,0,0
3.29087E-9,0.000025121,0.000013376,0.955182351,0,0
6.30394E-9,0.000050101,0.000025623,0.949816158,0,0
1.12873E-8,0.000100179,0.000045878,0.944052469,0,0
2.31957E-8,0.000251204,0.000094276,0.935307562,0,0
4.06367E-8,0.000501247,0.000165152,0.927556395,0,0
6.64065E-8,0.001005696,0.000269854,0.918215244,0,0
1.11161E-7,0.002504186,0.000451638,0.901421047,0,0
1.69588E-7,0.005010053,0.000688863,0.883633111,0,0
2.65594E-7,0.010025062,0.001078414,0.86067773,0,0
5.11073E-7,0.025045653,0.002073089,0.821822518,0,0
8.83022E-7,0.050040263,0.003576447,0.785551029,0,0
1.60764E-6,0.100024875,0.006492272,0.744211468,0,0
2.91359E-6,0.200216639,0.011704449,0.699592567,0,0
3.99219E-6,0.300124235,0.015968195,0.670873497,0,0
5.1713E-6,0.400458826,0.02058741,0.648911855,0,0
6.18551E-6,0.500206939,0.024526022,0.631422041,0,0
7.11358E-6,0.600605814,0.028102475,0.616317202,0,0
8.21176E-6,0.700048754,0.032300744,0.603299215,0,0
8.73218E-6,0.750111364,0.034277658,0.597436152,0,0
9.25112E-6,0.800218172,0.036240876,0.591871211,0,0
1.01589E-5,0.90073229,0.03965619,0.581536321,0,0
1.09759E-5,1.000268309,0.042709134,0.57219517,0,0
1.21836E-5,1.100280204,0.04718651,0.563649011,0,0
1.30285E-5,1.201050461,0.050294378,0.555699096,0,0
1.41167E-5,1.300172068,0.054267243,0.548444798,0,0
1.51369E-5,1.401045155,0.057961661,0.541587996,0,0
1.60717E-5,1.500555507,0.061321925,0.535228063,0,0
1.84598E-5,1.751670317,0.069797714,0.520719467,0,0
2.07801E-5,2.001034495,0.077887453,0.508098976,0,0
2.31929E-5,2.251790143,0.086151793,0.496770347,0,0
2.55007E-5,2.502051751,0.093919409,0.486534831,0,0
2.75738E-5,2.751986343,0.100785043,0.47719368,0,0
2.9208E-5,3.001847462,0.10612417,0.468448773,0,0
3.1384E-5,3.251073243,0.113136053,0.460300109,0,0
3.35223E-5,3.501386728,0.119920181,0.452648316,0,0
3.54048E-5,3.752643623,0.125807301,0.445394018,0,0
3.76313E-5,4.000849097,0.1326693,0.438636589,0,0
