Predictor variable,Categorical,Sample average
layer.1,false,3.495149292229187E-4
layer.2,false,0.12048188904448161
layer.3,false,0.693966615767706
layer.4,false,0.1292481024025215
layer.5,false,0.04576441430531088
layer.6,false,0.010189462275732131
layer.7,false,353.92063492063494
