Predictor variable,Categorical,Sample average
layer.1,false,3.495149292229187E-4
layer.2,false,0.13010142113836037
layer.3,false,0.6863811981110346
layer.4,false,0.12948741014337256
layer.5,false,0.04551880935665279
layer.6,false,0.008161645907435625
layer.7,false,349.63492063492066
