Predictor variable,Categorical,Sample average
layer.1,false,3.4006857978446145E-4
layer.2,false,0.11913735862998735
layer.3,false,0.6974964014121464
layer.4,false,0.12594502911503827
layer.5,false,0.04729472320630319
layer.6,false,0.009786418029328897
layer.7,false,353.3809523809524
