Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
7.24573E-13,0.000000001,0.000000003,0.994037563,0,0
1.52872E-12,0.000000003,0.000000006,0.992546954,0,0
5.50146E-12,0.00000001,0.000000022,0.989863858,0,0
1.02141E-11,0.000000026,0.00000004,0.987876379,0,0
3.08843E-11,0.000000103,0.000000122,0.983901421,0,0
6.77732E-11,0.000000253,0.000000268,0.980622081,0,0
2.13088E-10,0.000001009,0.000000841,0.974858392,0,0
4.22134E-10,0.000002535,0.000001667,0.970187817,0,0
1.40702E-9,0.000010085,0.000005556,0.961542284,0,0
3.2717E-9,0.000025036,0.000012919,0.954983603,0,0
6.34021E-9,0.000050451,0.000025036,0.949518036,0,0
1.09411E-8,0.000100017,0.000043203,0.943654974,0,0
2.39735E-8,0.000250571,0.000094658,0.934910067,0,0
4.42695E-8,0.000501194,0.000174783,0.927357647,0,0
7.14978E-8,0.001006782,0.000282254,0.91861274,0,0
1.29884E-7,0.00250379,0.000512629,0.903607274,0,0
1.92081E-7,0.005010346,0.00075792,0.887806817,0,0
2.79074E-7,0.010000552,0.001100803,0.866540793,0,0
5.2599E-7,0.02502533,0.002072742,0.828480572,0,0
8.92855E-7,0.050037218,0.003513351,0.792805326,0,0
1.52935E-6,0.100097824,0.006002903,0.750770148,0,0
2.813E-6,0.200062299,0.010986052,0.70396502,0,0
3.82276E-6,0.300018038,0.014870964,0.673954089,0,0
4.79287E-6,0.400470462,0.018574699,0.65079996,0,0
5.76951E-6,0.500495588,0.022275356,0.631819537,0,0
6.81031E-6,0.600622507,0.026188496,0.615919706,0,0
7.79751E-6,0.700030622,0.029871331,0.602404849,0,0
8.18924E-6,0.750460829,0.031324984,0.596144291,0,0
8.5669E-6,0.80075503,0.032722294,0.590181854,0,0
9.6017E-6,0.900118602,0.036530452,0.579350094,0,0
1.06494E-5,1.000366681,0.040355659,0.569512074,0,0
1.15436E-5,1.100752073,0.043596484,0.560568419,0,0
1.24246E-5,1.200183256,0.046768139,0.552320382,0,0
1.353E-5,1.301274573,0.050717955,0.544569214,0,0
1.4385E-5,1.400622442,0.053750646,0.537513664,0,0
1.55577E-5,1.501275604,0.057878974,0.53085561,0,0
1.80225E-5,1.750823528,0.066439614,0.515949518,0,0
2.02173E-5,2.001036986,0.073932334,0.502931531,0,0
2.25971E-5,2.251494835,0.081922059,0.49130478,0,0
2.46056E-5,2.502168843,0.08855864,0.480771142,0,0
2.6931E-5,2.751752944,0.096123803,0.471131869,0,0
2.88187E-5,3.002551656,0.102173,0.462188214,0,0
3.07356E-5,3.251962718,0.108233654,0.453840803,0,0
3.27976E-5,3.502907185,0.114662067,0.445990261,0,0
3.47544E-5,3.752395434,0.120677656,0.438636589,0,0
3.66061E-5,4.002345965,0.126295274,0.431680413,0,0
3.82541E-5,4.253397918,0.131234912,0.425022359,0,0
4.04662E-5,4.501489526,0.137778112,0.418761801,0,0
4.23997E-5,4.754130621,0.143417194,0.41269999,0,0
4.47223E-5,5.002793085,0.150094113,0.407035675,0,0
4.61567E-5,5.253142993,0.154166156,0.401570108,0,0
4.7825E-5,5.501915386,0.158853238,0.396303289,0,0
4.99263E-5,5.751164557,0.164683302,0.391235218,0,0
5.19205E-5,6.000747646,0.170142174,0.386365895,0,0
5.41107E-5,6.254683724,0.176055638,0.381595946,0,0
5.55789E-5,6.501796825,0.179972813,0.377124118,0,0
5.76057E-5,6.750585942,0.185319739,0.372751665,0,0
5.94995E-5,7.001961286,0.190253167,0.368478585,0,0.142857143
6.13353E-5,7.255837998,0.194978729,0.364304879,0,0.142857143
6.30719E-5,7.504931542,0.199398374,0.360329921,0.015873016,0.142857143
6.45487E-5,7.7539057,0.203118736,0.356454338,0.015873016,0.142857143
6.63765E-5,8.002892898,0.207675853,0.352678128,0.015873016,0.142857143
6.81393E-5,8.251397371,0.212021977,0.349001292,0.015873016,0.142857143
7.03928E-5,8.500727247,0.217508855,0.34542383,0.031746032,0.142857143
7.20375E-5,8.756934129,0.221465395,0.341846368,0.047619048,0.142857143
7.44839E-5,9.00536497,0.227276949,0.338467654,0.047619048,0.142857143
7.67653E-5,9.255140479,0.232619056,0.335188314,0.063492063,0.142857143
7.82651E-5,9.503008079,0.236090689,0.332008347,0.079365079,0.142857143
8.08057E-5,9.757090643,0.241900625,0.328828381,0.079365079,0.142857143
8.23569E-5,10.002196595,0.245404782,0.325847163,0.079365079,0.142857143
8.44412E-5,10.252038937,0.25006259,0.322865945,0.079365079,0.142857143
8.68076E-5,10.500295573,0.255281426,0.3199841,0.079365079,0.142857143
8.8762E-5,10.754564,0.259537009,0.317102256,0.079365079,0.142857143
9.04727E-5,11.005408391,0.263222375,0.314319785,0.079365079,0.142857143
9.20612E-5,11.252157488,0.266611931,0.311636689,0.079365079,0.142857143
9.36581E-5,11.502972219,0.269988076,0.308953592,0.079365079,0.142857143
9.53949E-5,11.758342083,0.273624712,0.306270496,0.079365079,0.142857143
9.7063E-5,12.008642219,0.277083632,0.303686773,0.079365079,0.142857143
