x,y,species min
1984.0,1984.0,0.005987453
1985.0,1985.0,0.17186709
1986.0,1986.0,0.030096829
1987.0,1987.0,0.3019364
1988.0,1988.0,0.46578386
1989.0,1989.0,2.892913E-5
1990.0,1990.0,0.6341966
1991.0,1991.0,0.11229423
1992.0,1992.0,9.044878E-4
1993.0,1993.0,0.4566954
1994.0,1994.0,0.25099897
1995.0,1995.0,0.11823535
1996.0,1996.0,0.041619923
1997.0,1997.0,0.09987619
1998.0,1998.0,0.097826615
1999.0,1999.0,0.030818783
2000.0,2000.0,7.4691273E-4
2001.0,2001.0,0.007218438
2002.0,2002.0,0.046846244
2003.0,2003.0,0.27612782
2004.0,2004.0,0.5140366
2005.0,2005.0,0.12954146
2006.0,2006.0,2.9997507E-6
2007.0,2007.0,0.3448247
2008.0,2008.0,0.08864265
2009.0,2009.0,0.027543267
2010.0,2010.0,0.057263833
2011.0,2011.0,0.025113817
2012.0,2012.0,0.004195744
2013.0,2013.0,0.39683545
2014.0,2014.0,0.15690711
2015.0,2015.0,0.013545116
2016.0,2016.0,0.55437076
2017.0,2017.0,3.5027042E-4
2018.0,2018.0,0.07392048
2019.0,2019.0,0.60367113
2020.0,2020.0,0.008284092
2021.0,2021.0,0.65670246
2022.0,2022.0,0.0015852047
2023.0,2023.0,0.047597494
2024.0,2024.0,0.006780167
2025.0,2025.0,0.0037859315
2026.0,2026.0,0.34692448
2027.0,2027.0,0.014580248
2028.0,2028.0,0.030252056
2029.0,2029.0,0.38735482
2030.0,2030.0,3.464522E-5
2031.0,2031.0,0.37372825
2032.0,2032.0,0.0029848185
2033.0,2033.0,0.18508571
2034.0,2034.0,0.0101623135
2035.0,2035.0,2.9201501E-5
2036.0,2036.0,0.43604928
2037.0,2037.0,0.5826798
2038.0,2038.0,6.090246E-7
2039.0,2039.0,0.0022508127
2040.0,2040.0,0.09342975
2041.0,2041.0,0.008869104
2042.0,2042.0,0.3506493
2043.0,2043.0,0.17217454
2044.0,2044.0,0.5700879
2045.0,2045.0,0.5637371
2046.0,2046.0,4.2251548E-5
2047.0,2047.0,6.85376E-5
2048.0,2048.0,0.3789046
2049.0,2049.0,0.61215186
2050.0,2050.0,0.0018811994
2051.0,2051.0,0.45722917
2052.0,2052.0,9.040404E-4
2053.0,2053.0,0.001866289
2054.0,2054.0,3.194E-4
2055.0,2055.0,0.3757866
2056.0,2056.0,2.855203E-4
2057.0,2057.0,0.06637753
2058.0,2058.0,0.09373336
2059.0,2059.0,5.9413497E-4
2060.0,2060.0,4.7834004E-5
2061.0,2061.0,0.008263893
2062.0,2062.0,1.036467E-8
2063.0,2063.0,0.54936594
2064.0,2064.0,0.44854936
2065.0,2065.0,0.0023897144
2066.0,2066.0,0.1399997
2067.0,2067.0,0.22116116
2068.0,2068.0,0.02038398
2069.0,2069.0,0.41792533
2070.0,2070.0,0.590265
2071.0,2071.0,0.025856461
2072.0,2072.0,0.6073711
2073.0,2073.0,6.0807E-4
2074.0,2074.0,0.0060245814
2075.0,2075.0,2.846294E-4
2076.0,2076.0,0.61125004
2077.0,2077.0,0.016144637
2078.0,2078.0,0.0135452235
2079.0,2079.0,0.53804106
2080.0,2080.0,0.0045633754
2081.0,2081.0,0.009042107
2082.0,2082.0,0.3126811
2083.0,2083.0,0.19171883
2084.0,2084.0,0.17805064
2085.0,2085.0,0.22133972
2086.0,2086.0,0.08782097
2087.0,2087.0,0.008597726
2088.0,2088.0,0.0036799994
2089.0,2089.0,0.0133353975
2090.0,2090.0,0.50938874
2091.0,2091.0,0.024632044
2092.0,2092.0,4.1240905E-4
2093.0,2093.0,0.03549909
2094.0,2094.0,0.15596734
2095.0,2095.0,0.05624847
2096.0,2096.0,0.31583983
2097.0,2097.0,3.8159307E-9
2098.0,2098.0,0.57076716
2099.0,2099.0,0.010211999
2100.0,2100.0,0.22704846
2101.0,2101.0,0.13994266
2102.0,2102.0,0.00553208
2103.0,2103.0,0.08998068
2104.0,2104.0,0.43449888
2105.0,2105.0,0.43810004
2106.0,2106.0,0.011969018
2107.0,2107.0,1.3292974E-4
2108.0,2108.0,0.0036274297
2109.0,2109.0,0.0058028875
2110.0,2110.0,0.0634666
2111.0,2111.0,0.20166002
2112.0,2112.0,0.4976122
2113.0,2113.0,0.5044552
2114.0,2114.0,0.0043447525
2115.0,2115.0,1.5106345E-5
2116.0,2116.0,0.2270523
2117.0,2117.0,0.56940156
2118.0,2118.0,0.08867755
2119.0,2119.0,0.04639118
2120.0,2120.0,0.045569193
2121.0,2121.0,0.0021371257
2122.0,2122.0,7.135826E-5
2123.0,2123.0,0.46123502
2124.0,2124.0,0.25391263
2125.0,2125.0,0.24063243
2126.0,2126.0,0.35000652
2127.0,2127.0,0.14224344
2128.0,2128.0,0.17999958
2129.0,2129.0,0.5130043
2130.0,2130.0,0.3011106
2131.0,2131.0,0.54951197
2132.0,2132.0,0.00962348
2133.0,2133.0,0.002421483
2134.0,2134.0,0.13903823
2135.0,2135.0,0.41277146
2136.0,2136.0,0.1890318
2137.0,2137.0,0.021423148
2138.0,2138.0,0.5853541
2139.0,2139.0,0.00779942
2140.0,2140.0,0.015089992
2141.0,2141.0,0.0030575031
2142.0,2142.0,0.066080354
2143.0,2143.0,0.0046202573
2144.0,2144.0,0.1614744
2145.0,2145.0,0.5397817
2146.0,2146.0,0.06643598
2147.0,2147.0,0.24154718
2148.0,2148.0,0.0025258944
2149.0,2149.0,8.398721E-4
2150.0,2150.0,0.034207508
2151.0,2151.0,2.2385525E-9
2152.0,2152.0,0.6731813
2153.0,2153.0,0.008138994
2154.0,2154.0,0.3848458
2155.0,2155.0,0.0014025971
2156.0,2156.0,0.323223
2157.0,2157.0,6.7948095E-5
2158.0,2158.0,0.011537467
2159.0,2159.0,0.33295295
2160.0,2160.0,2.4903976E-4
2161.0,2161.0,0.12083048
2162.0,2162.0,0.00920629
2163.0,2163.0,0.015310339
2164.0,2164.0,0.283036
2165.0,2165.0,5.3560148E-6
2166.0,2166.0,6.502521E-5
2167.0,2167.0,0.049921278
2168.0,2168.0,1.6466375E-4
2169.0,2169.0,0.62587994
2170.0,2170.0,4.7960282E-5
2171.0,2171.0,5.407996E-4
2172.0,2172.0,0.009134737
2173.0,2173.0,0.03075364
2174.0,2174.0,0.009985461
2175.0,2175.0,6.236989E-4
2176.0,2176.0,0.06216626
2177.0,2177.0,3.512855E-4
2178.0,2178.0,4.8968504E-4
2179.0,2179.0,5.697159E-5
2180.0,2180.0,0.0013282947
2181.0,2181.0,0.016819581
2182.0,2182.0,0.04552808
2183.0,2183.0,0.0024145904
2184.0,2184.0,0.02406915
2185.0,2185.0,0.46164107
2186.0,2186.0,9.518199E-4
2187.0,2187.0,9.6927217E-4
2188.0,2188.0,0.6019457
2189.0,2189.0,0.4987523
2190.0,2190.0,0.32136697
2191.0,2191.0,9.060912E-5
2192.0,2192.0,0.0658463
2193.0,2193.0,0.12833978
2194.0,2194.0,0.4946946
2195.0,2195.0,0.00757265
2196.0,2196.0,0.003488458
2197.0,2197.0,0.004789621
2198.0,2198.0,0.29943937
2199.0,2199.0,0.004209699
2200.0,2200.0,0.42875016
2201.0,2201.0,0.0014585553
2202.0,2202.0,0.5392942
2203.0,2203.0,0.40534067
2204.0,2204.0,0.049849
2205.0,2205.0,0.40079144
2206.0,2206.0,0.013391299
2207.0,2207.0,0.33830315
2208.0,2208.0,1.6509251E-6
2209.0,2209.0,0.32436073
2210.0,2210.0,0.211752
2211.0,2211.0,0.0010217254
2212.0,2212.0,0.549002
2213.0,2213.0,0.0012563631
2214.0,2214.0,0.6204861
2215.0,2215.0,0.34069875
2216.0,2216.0,0.43473172
2217.0,2217.0,0.23116663
2218.0,2218.0,0.17156464
2219.0,2219.0,0.54317725
2220.0,2220.0,2.2295857E-4
2221.0,2221.0,0.053182878
2222.0,2222.0,8.49896E-5
2223.0,2223.0,0.026758818
2224.0,2224.0,0.15803006
2225.0,2225.0,0.098391816
2226.0,2226.0,0.39294073
2227.0,2227.0,0.055576373
2228.0,2228.0,0.104225405
2229.0,2229.0,0.15666611
2230.0,2230.0,0.4350064
2231.0,2231.0,0.32195947
2232.0,2232.0,0.0020104903
2233.0,2233.0,5.68945E-5
2234.0,2234.0,0.5679837
2235.0,2235.0,0.5834558
2236.0,2236.0,0.44598892
2237.0,2237.0,0.041450247
2238.0,2238.0,0.07565877
2239.0,2239.0,0.2497236
2240.0,2240.0,0.36388052
2241.0,2241.0,0.5372758
2242.0,2242.0,9.624666E-4
2243.0,2243.0,0.0025480262
2244.0,2244.0,0.5268588
2245.0,2245.0,0.113963366
2246.0,2246.0,0.22461392
2247.0,2247.0,0.3157757
2248.0,2248.0,0.25631776
2249.0,2249.0,0.10876826
2250.0,2250.0,0.233266
2251.0,2251.0,9.854748E-4
2252.0,2252.0,8.659511E-4
2253.0,2253.0,4.5331882E-4
2254.0,2254.0,0.09190019
2255.0,2255.0,0.2632224
2256.0,2256.0,0.15443152
2257.0,2257.0,0.3420795
2258.0,2258.0,0.43267322
2259.0,2259.0,0.0062220925
2260.0,2260.0,0.07085465
2261.0,2261.0,2.6396493E-10
2262.0,2262.0,1.2226443E-6
2263.0,2263.0,0.54195774
2264.0,2264.0,0.008310307
2265.0,2265.0,0.0019983745
2266.0,2266.0,0.0072885184
2267.0,2267.0,2.677911E-8
2268.0,2268.0,0.02587935
2269.0,2269.0,0.094063275
2270.0,2270.0,0.0058878637
2271.0,2271.0,0.1792738
2272.0,2272.0,1.7949019E-7
2273.0,2273.0,0.0025056184
2274.0,2274.0,0.13391992
2275.0,2275.0,0.49136043
2276.0,2276.0,0.118079744
2277.0,2277.0,0.5266103
2278.0,2278.0,0.51465213
2279.0,2279.0,0.00583359
2280.0,2280.0,0.07170426
2281.0,2281.0,0.17206977
2282.0,2282.0,8.0375824E-11
2283.0,2283.0,0.09080883
2284.0,2284.0,0.020709788
2285.0,2285.0,0.051856898
2286.0,2286.0,0.003145099
2287.0,2287.0,0.5432846
2288.0,2288.0,0.010611206
2289.0,2289.0,0.32190576
2290.0,2290.0,0.44702685
2291.0,2291.0,0.004831231
2292.0,2292.0,0.07066237
2293.0,2293.0,0.0677164
2294.0,2294.0,0.20360388
2295.0,2295.0,0.0014547236
2296.0,2296.0,0.24829175
2297.0,2297.0,0.23675214
2298.0,2298.0,0.050599612
2299.0,2299.0,0.0125091355
2300.0,2300.0,0.53122854
2301.0,2301.0,4.9676624E-4
2302.0,2302.0,0.0031159667
2303.0,2303.0,0.113762476
2304.0,2304.0,0.0017375012
2305.0,2305.0,0.32338735
2306.0,2306.0,3.6826823E-4
2307.0,2307.0,0.011395852
2308.0,2308.0,0.002149659
2309.0,2309.0,0.0020218217
2310.0,2310.0,8.724185E-5
2311.0,2311.0,1.2821235E-5
2312.0,2312.0,0.5513477
2313.0,2313.0,0.0035736423
2314.0,2314.0,0.09550203
2315.0,2315.0,0.009485623
2316.0,2316.0,0.054159556
2317.0,2317.0,0.19770709
2318.0,2318.0,0.41126734
2319.0,2319.0,0.092451036
2320.0,2320.0,1.08310276E-4
2321.0,2321.0,0.016226169
2322.0,2322.0,0.013337643
2323.0,2323.0,0.030940013
2324.0,2324.0,0.023319012
2325.0,2325.0,2.459442E-9
2326.0,2326.0,2.9235653E-7
2327.0,2327.0,0.28057984
2328.0,2328.0,0.07255426
2329.0,2329.0,0.03190728
2330.0,2330.0,0.002911807
2331.0,2331.0,0.4099917
2332.0,2332.0,0.013784308
2333.0,2333.0,0.26611444
2334.0,2334.0,0.09186352
2335.0,2335.0,0.11147346
2336.0,2336.0,0.0035161641
2337.0,2337.0,0.029495977
2338.0,2338.0,0.110416025
2339.0,2339.0,0.008154586
2340.0,2340.0,0.009154215
2341.0,2341.0,0.028584873
2342.0,2342.0,0.0035335212
2343.0,2343.0,0.112865664
2344.0,2344.0,0.005848406
2345.0,2345.0,0.50966936
2346.0,2346.0,0.0066443114
2347.0,2347.0,0.27900732
2348.0,2348.0,1.2495315E-7
2349.0,2349.0,0.58782417
2350.0,2350.0,0.018921165
2351.0,2351.0,0.4226955
2352.0,2352.0,1.880469E-4
2353.0,2353.0,0.19045305
2354.0,2354.0,0.0035696167
2355.0,2355.0,0.0026474057
2356.0,2356.0,0.074448615
2357.0,2357.0,8.977609E-4
2358.0,2358.0,0.14854392
2359.0,2359.0,6.686141E-8
2360.0,2360.0,0.0010100746
2361.0,2361.0,0.38891563
2362.0,2362.0,0.12469588
2363.0,2363.0,0.0018173832
2364.0,2364.0,0.08106396
2365.0,2365.0,0.0071745147
2366.0,2366.0,7.513829E-4
2367.0,2367.0,0.19928068
2368.0,2368.0,0.0017711826
2369.0,2369.0,0.33693567
2370.0,2370.0,7.237219E-5
2371.0,2371.0,0.47493437
2372.0,2372.0,0.12515733
2373.0,2373.0,0.03304396
2374.0,2374.0,0.0074110245
2375.0,2375.0,0.0017120315
2376.0,2376.0,0.004796226
2377.0,2377.0,0.006537648
2378.0,2378.0,9.964151E-10
2379.0,2379.0,6.0025643E-4
2380.0,2380.0,0.5339078
2381.0,2381.0,0.48154756
2382.0,2382.0,0.6725161
2383.0,2383.0,0.15419494
2384.0,2384.0,0.24702911
2385.0,2385.0,0.51298636
2386.0,2386.0,0.0015492815
2387.0,2387.0,0.4804178
2388.0,2388.0,0.002163323
2389.0,2389.0,0.012566029
2390.0,2390.0,0.1616844
2391.0,2391.0,0.14929819
2392.0,2392.0,0.008929069
2393.0,2393.0,0.5163962
2394.0,2394.0,0.32807085
2395.0,2395.0,0.04639451
2396.0,2396.0,0.58218634
2397.0,2397.0,2.254072E-4
2398.0,2398.0,0.033739414
2399.0,2399.0,0.42160293
2400.0,2400.0,3.7269085E-4
2401.0,2401.0,6.546932E-4
2402.0,2402.0,0.01086192
2403.0,2403.0,0.2817377
2404.0,2404.0,0.011673044
2405.0,2405.0,0.5452655
2406.0,2406.0,4.3665746E-4
2407.0,2407.0,0.01019259
2408.0,2408.0,3.9266026E-9
2409.0,2409.0,0.0027284555
2410.0,2410.0,0.35631257
2411.0,2411.0,0.05619715
2412.0,2412.0,0.33491194
2413.0,2413.0,0.37034196
2414.0,2414.0,4.6762234E-6
2415.0,2415.0,2.5027886E-4
2416.0,2416.0,0.03345766
2417.0,2417.0,1.261251E-7
2418.0,2418.0,0.38751072
2419.0,2419.0,0.032413702
2420.0,2420.0,0.08757059
2421.0,2421.0,0.011722745
2422.0,2422.0,0.061073974
2423.0,2423.0,1.1681783E-6
2424.0,2424.0,0.17276864
2425.0,2425.0,2.0901661E-4
2426.0,2426.0,0.22767201
2427.0,2427.0,0.0027114812
2428.0,2428.0,0.004087729
2429.0,2429.0,0.47881433
2430.0,2430.0,0.0015117328
2431.0,2431.0,7.291272E-10
2432.0,2432.0,0.0016123404
2433.0,2433.0,0.32593715
2434.0,2434.0,0.2218541
2435.0,2435.0,5.811592E-4
2436.0,2436.0,8.785656E-8
2437.0,2437.0,0.48557398
2438.0,2438.0,0.40070888
2439.0,2439.0,0.001018806
2440.0,2440.0,0.027072055
2441.0,2441.0,0.05656216
2442.0,2442.0,3.436491E-4
2443.0,2443.0,0.05461759
2444.0,2444.0,3.3977554E-9
2445.0,2445.0,3.9160944E-4
2446.0,2446.0,0.0045986227
2447.0,2447.0,5.896583E-6
2448.0,2448.0,1.8586444E-7
2449.0,2449.0,7.5049616E-6
2450.0,2450.0,2.4879577E-5
2451.0,2451.0,0.31695616
2452.0,2452.0,3.3950337E-4
2453.0,2453.0,0.5682894
2454.0,2454.0,0.34030855
2455.0,2455.0,4.9638715E-5
2456.0,2456.0,0.2602825
2457.0,2457.0,0.014779171
2458.0,2458.0,0.5244499
2459.0,2459.0,0.47817323
2460.0,2460.0,0.0013960422
2461.0,2461.0,0.0056055705
2462.0,2462.0,0.009449319
2463.0,2463.0,0.003735697
2464.0,2464.0,1.3087149E-8
2465.0,2465.0,0.22113162
2466.0,2466.0,0.14820275
2467.0,2467.0,8.162451E-8
2468.0,2468.0,0.5306652
2469.0,2469.0,0.052562706
2470.0,2470.0,5.095516E-4
2471.0,2471.0,0.15198201
2472.0,2472.0,0.39813483
2473.0,2473.0,0.5523999
2474.0,2474.0,0.0012346499
2475.0,2475.0,0.5970291
2476.0,2476.0,0.007345778
2477.0,2477.0,0.0011627648
2478.0,2478.0,0.045503013
2479.0,2479.0,0.0011847359
2480.0,2480.0,0.019938027
2481.0,2481.0,0.31424263
2482.0,2482.0,0.059322182
2483.0,2483.0,0.27990344
2484.0,2484.0,0.19124517
2485.0,2485.0,0.0021571543
2486.0,2486.0,0.003851479
2487.0,2487.0,0.64010394
2488.0,2488.0,0.5122751
2489.0,2489.0,1.0717302E-5
2490.0,2490.0,0.003151702
2491.0,2491.0,0.40224943
2492.0,2492.0,5.4878567E-4
2493.0,2493.0,0.2318796
2494.0,2494.0,0.027589139
2495.0,2495.0,0.26657128
2496.0,2496.0,0.13915844
2497.0,2497.0,0.08751049
2498.0,2498.0,0.0017591157
2499.0,2499.0,0.40568027
2500.0,2500.0,0.14354664
2501.0,2501.0,0.14428426
2502.0,2502.0,0.0066290423
2503.0,2503.0,0.0027882908
2504.0,2504.0,0.26913035
2505.0,2505.0,0.0016979171
2506.0,2506.0,0.033869322
2507.0,2507.0,0.62223226
2508.0,2508.0,1.0210072E-6
2509.0,2509.0,0.08505782
2510.0,2510.0,0.31146374
2511.0,2511.0,0.2761391
2512.0,2512.0,0.02388711
2513.0,2513.0,0.0010277927
2514.0,2514.0,3.0140378E-4
2515.0,2515.0,2.5551823E-5
2516.0,2516.0,0.03876518
2517.0,2517.0,6.9293164E-4
2518.0,2518.0,0.013429269
2519.0,2519.0,0.09494383
2520.0,2520.0,0.47121412
2521.0,2521.0,4.8420398E-4
2522.0,2522.0,0.0033519268
2523.0,2523.0,4.5724656E-4
2524.0,2524.0,0.30731592
2525.0,2525.0,0.44146228
2526.0,2526.0,0.06967605
2527.0,2527.0,0.0033703495
2528.0,2528.0,0.0048164204
2529.0,2529.0,5.0623144E-4
2530.0,2530.0,0.008514258
2531.0,2531.0,0.29424605
2532.0,2532.0,2.4253532E-5
2533.0,2533.0,0.1851977
2534.0,2534.0,0.0030355875
2535.0,2535.0,0.023464888
2536.0,2536.0,0.39461148
2537.0,2537.0,9.861133E-5
2538.0,2538.0,0.61010027
2539.0,2539.0,0.0076767826
2540.0,2540.0,0.028506849
2541.0,2541.0,0.03097154
2542.0,2542.0,6.03293E-4
2543.0,2543.0,0.0060733403
2544.0,2544.0,0.017630242
2545.0,2545.0,0.025050849
2546.0,2546.0,0.0010460949
2547.0,2547.0,0.0062512564
2548.0,2548.0,4.6392385E-4
2549.0,2549.0,0.60125947
2550.0,2550.0,0.018798219
2551.0,2551.0,1.17749936E-4
2552.0,2552.0,0.010508505
2553.0,2553.0,0.03393593
2554.0,2554.0,4.7401537E-4
2555.0,2555.0,0.43084797
2556.0,2556.0,0.012187582
2557.0,2557.0,0.17910357
2558.0,2558.0,0.00861329
2559.0,2559.0,0.55783576
2560.0,2560.0,0.00949408
2561.0,2561.0,0.001000176
2562.0,2562.0,0.5801636
2563.0,2563.0,0.27708757
2564.0,2564.0,0.039853152
2565.0,2565.0,0.08377217
2566.0,2566.0,6.227729E-5
2567.0,2567.0,4.1812134E-11
2568.0,2568.0,0.32207704
2569.0,2569.0,0.40651646
2570.0,2570.0,0.18387534
2571.0,2571.0,0.24046086
2572.0,2572.0,0.34736946
2573.0,2573.0,0.010058476
2574.0,2574.0,3.4305314E-4
2575.0,2575.0,0.05220963
2576.0,2576.0,0.39709225
2577.0,2577.0,0.010435775
2578.0,2578.0,0.45477435
2579.0,2579.0,0.027877325
2580.0,2580.0,0.0073881457
2581.0,2581.0,0.17006896
2582.0,2582.0,1.5119541E-5
2583.0,2583.0,0.3468713
2584.0,2584.0,0.6607425
2585.0,2585.0,0.18262577
2586.0,2586.0,0.016863188
2587.0,2587.0,6.0605066E-4
2588.0,2588.0,1.0561327E-4
2589.0,2589.0,0.06073635
2590.0,2590.0,0.24188471
2591.0,2591.0,4.050581E-11
2592.0,2592.0,1.2074007E-4
2593.0,2593.0,0.0012113979
2594.0,2594.0,0.0044968617
2595.0,2595.0,0.002143669
2596.0,2596.0,0.010114029
2597.0,2597.0,0.22374006
2598.0,2598.0,0.57027256
2599.0,2599.0,4.901535E-4
2600.0,2600.0,0.014392858
2601.0,2601.0,0.5787627
2602.0,2602.0,0.48874584
2603.0,2603.0,0.013037469
2604.0,2604.0,0.057326578
2605.0,2605.0,0.304853
2606.0,2606.0,1.2943797E-8
2607.0,2607.0,0.59584606
2608.0,2608.0,0.07818383
2609.0,2609.0,0.5876233
2610.0,2610.0,0.08236452
2611.0,2611.0,0.43602702
2612.0,2612.0,0.04514596
2613.0,2613.0,0.12564808
2614.0,2614.0,0.042111322
2615.0,2615.0,6.7490844E-5
2616.0,2616.0,0.00693321
2617.0,2617.0,0.11141405
2618.0,2618.0,2.5722643E-4
2619.0,2619.0,9.173399E-6
2620.0,2620.0,1.959085E-4
2621.0,2621.0,0.019114709
2622.0,2622.0,0.002281545
2623.0,2623.0,0.02562354
2624.0,2624.0,0.036867216
2625.0,2625.0,0.0049389037
2626.0,2626.0,0.64111704
2627.0,2627.0,0.0015134218
2628.0,2628.0,0.005216667
2629.0,2629.0,6.0532684E-4
2630.0,2630.0,0.039218694
2631.0,2631.0,0.11246621
2632.0,2632.0,0.05369838
2633.0,2633.0,0.16757903
2634.0,2634.0,0.6671839
2635.0,2635.0,0.009343873
2636.0,2636.0,3.0185486E-4
2637.0,2637.0,0.5577536
2638.0,2638.0,0.0050604683
2639.0,2639.0,0.33616588
2640.0,2640.0,0.39124116
2641.0,2641.0,4.3904243E-4
2642.0,2642.0,6.2820704E-6
2643.0,2643.0,0.036955383
2644.0,2644.0,0.5711182
2645.0,2645.0,0.0064411256
2646.0,2646.0,0.4643592
2647.0,2647.0,5.999376E-7
2648.0,2648.0,0.3808892
2649.0,2649.0,4.15771E-4
2650.0,2650.0,0.0045287968
2651.0,2651.0,0.22333178
2652.0,2652.0,0.0037659407
2653.0,2653.0,0.66558295
2654.0,2654.0,0.17896342
2655.0,2655.0,0.6374587
2656.0,2656.0,1.5787185E-5
2657.0,2657.0,2.9283104E-4
2658.0,2658.0,0.05344099
2659.0,2659.0,0.1388107
2660.0,2660.0,0.5308056
2661.0,2661.0,0.06307856
2662.0,2662.0,0.1533508
2663.0,2663.0,0.69935024
2664.0,2664.0,0.020920107
2665.0,2665.0,3.212566E-5
2666.0,2666.0,0.0047790445
2667.0,2667.0,3.4257937E-8
2668.0,2668.0,0.14121957
2669.0,2669.0,0.0941395
2670.0,2670.0,0.19934933
2671.0,2671.0,9.240573E-6
2672.0,2672.0,1.1910216E-5
2673.0,2673.0,0.002575523
2674.0,2674.0,0.3513829
2675.0,2675.0,0.028013851
2676.0,2676.0,9.834169E-5
2677.0,2677.0,0.015533556
2678.0,2678.0,0.048299223
2679.0,2679.0,0.024314757
2680.0,2680.0,7.545961E-4
2681.0,2681.0,1.306628E-4
2682.0,2682.0,3.305146E-4
2683.0,2683.0,1.3382576E-5
2684.0,2684.0,1.9509724E-4
2685.0,2685.0,0.004292932
2686.0,2686.0,3.4177725E-4
2687.0,2687.0,5.1327166E-4
2688.0,2688.0,0.02022751
2689.0,2689.0,0.092190504
2690.0,2690.0,0.019490685
2691.0,2691.0,0.0014571089
2692.0,2692.0,0.5125133
2693.0,2693.0,0.37463224
2694.0,2694.0,1.78261E-4
2695.0,2695.0,0.5364057
2696.0,2696.0,9.944206E-7
2697.0,2697.0,0.35304004
2698.0,2698.0,0.123865165
2699.0,2699.0,0.50841546
2700.0,2700.0,1.6640455E-9
2701.0,2701.0,0.005498675
2702.0,2702.0,0.015702121
2703.0,2703.0,0.0071476246
2704.0,2704.0,0.48169008
2705.0,2705.0,0.6273139
2706.0,2706.0,0.006578649
2707.0,2707.0,0.5338908
2708.0,2708.0,0.28674227
2709.0,2709.0,0.009153316
2710.0,2710.0,0.037803117
2711.0,2711.0,0.54231316
2712.0,2712.0,0.13757747
2713.0,2713.0,0.0725344
2714.0,2714.0,0.008196172
2715.0,2715.0,1.0612568E-4
2716.0,2716.0,5.118419E-7
2717.0,2717.0,0.02196763
2718.0,2718.0,0.0019255182
2719.0,2719.0,0.580486
2720.0,2720.0,0.0039980896
2721.0,2721.0,0.34981298
2722.0,2722.0,0.24856107
2723.0,2723.0,0.0015783922
2724.0,2724.0,0.011538712
2725.0,2725.0,0.051171005
2726.0,2726.0,0.4937972
2727.0,2727.0,0.29404628
2728.0,2728.0,0.107151
2729.0,2729.0,0.24415001
2730.0,2730.0,0.10355967
2731.0,2731.0,0.30998236
2732.0,2732.0,0.6285814
2733.0,2733.0,0.42414227
2734.0,2734.0,0.12650806
2735.0,2735.0,0.10139136
2736.0,2736.0,7.2037027E-4
2737.0,2737.0,0.10941559
2738.0,2738.0,4.309545E-6
2739.0,2739.0,3.642516E-6
2740.0,2740.0,0.020331515
2741.0,2741.0,2.1840069E-4
2742.0,2742.0,0.13868274
2743.0,2743.0,1.8519264E-4
2744.0,2744.0,0.0077495566
2745.0,2745.0,0.060430605
2746.0,2746.0,6.997895E-12
2747.0,2747.0,0.033728875
2748.0,2748.0,0.61297053
2749.0,2749.0,0.6435636
2750.0,2750.0,0.0012662391
2751.0,2751.0,1.3861204E-4
2752.0,2752.0,0.18227044
2753.0,2753.0,0.025804946
2754.0,2754.0,0.45818615
2755.0,2755.0,0.12312235
2756.0,2756.0,0.007309763
2757.0,2757.0,0.018305063
2758.0,2758.0,3.3469754E-9
2759.0,2759.0,0.08064351
2760.0,2760.0,0.06339786
2761.0,2761.0,0.3404349
2762.0,2762.0,0.111921094
2763.0,2763.0,0.030233642
2764.0,2764.0,0.0056620874
2765.0,2765.0,2.1485752E-5
2766.0,2766.0,0.29265442
2767.0,2767.0,0.22436833
2768.0,2768.0,0.0017921455
2769.0,2769.0,0.00969391
2770.0,2770.0,0.014806331
2771.0,2771.0,2.4362707E-4
2772.0,2772.0,0.600676
2773.0,2773.0,0.39545015
2774.0,2774.0,0.658139
2775.0,2775.0,0.10692971
2776.0,2776.0,0.25380617
2777.0,2777.0,0.0040433183
2778.0,2778.0,3.0432982E-5
2779.0,2779.0,0.56614935
2780.0,2780.0,0.012218496
2781.0,2781.0,0.2801198
2782.0,2782.0,0.028362893
2783.0,2783.0,0.04494582
2784.0,2784.0,0.54576856
2785.0,2785.0,0.60913396
2786.0,2786.0,0.0011496204
2787.0,2787.0,6.590171E-5
2788.0,2788.0,0.0024448114
2789.0,2789.0,0.013523604
2790.0,2790.0,0.005862922
2791.0,2791.0,5.160968E-7
2792.0,2792.0,0.0016705345
2793.0,2793.0,0.02638557
2794.0,2794.0,9.37837E-4
2795.0,2795.0,0.021790523
2796.0,2796.0,0.24257566
2797.0,2797.0,0.025674319
2798.0,2798.0,3.941567E-4
2799.0,2799.0,0.001036109
2800.0,2800.0,0.43031636
2801.0,2801.0,0.54873043
2802.0,2802.0,3.5579555E-4
2803.0,2803.0,2.8200802E-6
2804.0,2804.0,0.039774533
2805.0,2805.0,4.991521E-4
2806.0,2806.0,0.53972554
2807.0,2807.0,1.2458043E-4
2808.0,2808.0,0.0012877845
2809.0,2809.0,8.985964E-5
2810.0,2810.0,0.06466977
2811.0,2811.0,5.072936E-4
2812.0,2812.0,4.5581473E-4
2813.0,2813.0,4.0768623E-6
2814.0,2814.0,0.607202
2815.0,2815.0,0.0038569493
2816.0,2816.0,0.22143373
2817.0,2817.0,0.102487326
2818.0,2818.0,0.49325415
2819.0,2819.0,8.136373E-4
2820.0,2820.0,5.550957E-5
2821.0,2821.0,3.292612E-5
2822.0,2822.0,0.4567873
2823.0,2823.0,0.6167545
2824.0,2824.0,0.5717416
