x,y,raw,cumulative,logistic
1.0,1.0,5.75578E-6,0.477948986,0.022467064
2.0,2.0,2.47718E-4,35.060041503,0.497276575
3.0,3.0,3.78971E-5,3.954085351,0.131437179
4.0,4.0,1.44196E-6,0.091493183,0.005724943
5.0,5.0,3.39515E-4,53.568641306,0.575501077
6.0,6.0,2.86448E-8,0.000383051,0.000114369
7.0,7.0,6.86407E-7,0.040111287,0.002733403
8.0,8.0,2.01459E-4,26.675062318,0.445814161
9.0,9.0,8.09334E-6,0.681858089,0.031305833
10.0,10.0,2.61192E-5,2.561881925,0.094446322
11.0,11.0,9.32826E-5,10.629891976,0.271395876
12.0,12.0,1.87336E-4,24.380178836,0.427935082
13.0,13.0,2.17111E-4,28.979786449,0.464366875
14.0,14.0,3.05385E-4,45.922792036,0.549434868
15.0,15.0,5.76935E-6,0.479102694,0.022518847
16.0,16.0,9.23456E-7,0.054962588,0.003673912
17.0,17.0,1.64452E-6,0.108662652,0.006523911
18.0,18.0,8.11189E-7,0.04805328,0.003228707
19.0,19.0,1.29362E-4,15.685422866,0.340611274
20.0,20.0,7.66854E-8,0.001507072,0.000306119
21.0,21.0,2.39124E-5,2.287039322,0.087162078
22.0,22.0,7.31033E-7,0.04252354,0.002910597
23.0,23.0,3.12354E-7,0.013888974,0.00124571
24.0,24.0,3.34187E-4,52.288501145,0.571632668
25.0,25.0,8.29112E-7,0.04920082,0.003299809
26.0,26.0,1.23618E-4,14.811660666,0.33048507
27.0,27.0,2.31832E-6,0.161961689,0.009172397
28.0,28.0,5.49306E-7,0.030189039,0.002188639
29.0,29.0,1.44144E-7,0.004047553,0.000575253
30.0,30.0,1.54067E-7,0.004780448,0.000614827
31.0,31.0,4.673E-6,0.369394139,0.018317996
32.0,32.0,5.0516E-6,0.410785879,0.019772742
33.0,33.0,3.01833E-12,0.000000006,0.000000012
34.0,34.0,5.4264E-4,94.102253686,0.684225833
35.0,35.0,8.35696E-5,9.477639917,0.250207432
36.0,36.0,3.88614E-8,0.000562564,0.000155154
37.0,37.0,3.22511E-4,49.791527664,0.562902796
38.0,38.0,3.87632E-5,4.09593214,0.134038286
39.0,39.0,1.0405E-4,12.020346981,0.293527103
40.0,40.0,1.41972E-5,1.254328763,0.053649512
41.0,41.0,1.7345E-5,1.563964855,0.064774254
42.0,42.0,8.80417E-6,0.755540888,0.033962034
43.0,43.0,3.95995E-5,4.209422811,0.136535269
44.0,44.0,2.35396E-7,0.009015071,0.000939077
45.0,45.0,4.48434E-5,4.791916064,0.151869922
46.0,46.0,1.247E-4,14.935848616,0.33241712
47.0,47.0,2.365E-5,2.258489015,0.086288346
48.0,48.0,3.49015E-4,55.738643785,0.582228426
49.0,49.0,1.9339E-5,1.78398156,0.071686756
50.0,50.0,4.31605E-7,0.021579683,0.00172048
51.0,51.0,1.33631E-7,0.003600128,0.000533318
52.0,52.0,2.69448E-7,0.011231052,0.001074779
53.0,53.0,1.59688E-5,1.434443007,0.059942948
54.0,54.0,3.68042E-4,60.969536808,0.595081343
55.0,55.0,1.73488E-4,22.23307445,0.409247731
56.0,56.0,2.35744E-4,32.184050878,0.484894793
57.0,57.0,2.97293E-4,44.141952865,0.542778631
58.0,58.0,5.33353E-6,0.442429685,0.020853253
59.0,59.0,2.44805E-6,0.173180884,0.009680681
60.0,60.0,1.70752E-4,21.613605365,0.405409321
61.0,61.0,3.95465E-4,67.572785014,0.612272951
62.0,62.0,3.50471E-4,55.983517959,0.583240822
63.0,63.0,4.42524E-5,4.702955512,0.150169094
64.0,64.0,2.18713E-5,2.055605198,0.080319844
65.0,65.0,7.19845E-6,0.604828118,0.027941031
66.0,66.0,4.85161E-7,0.025464799,0.001933553
67.0,67.0,5.47507E-5,5.954203542,0.179403284
68.0,68.0,2.8126E-8,0.000360346,0.000112297
69.0,69.0,1.3055E-5,1.13998836,0.049547095
70.0,70.0,2.7434E-4,39.893241563,0.522779977
71.0,71.0,8.92117E-6,0.764414372,0.034397835
72.0,72.0,3.69293E-4,61.301241393,0.595898629
73.0,73.0,1.33662E-5,1.171715471,0.050668526
74.0,74.0,6.99782E-10,0.000003775,0.000002794
75.0,75.0,4.15052E-8,0.000606619,0.000165707
76.0,76.0,1.79317E-4,23.080105578,0.417260549
77.0,77.0,2.17805E-4,29.088560212,0.465159746
78.0,78.0,1.05147E-4,12.219230058,0.295706935
79.0,79.0,6.31732E-7,0.035423864,0.002516226
80.0,80.0,4.01957E-5,4.265240131,0.13830676
81.0,81.0,1.80573E-5,1.634627947,0.067255482
82.0,82.0,8.71175E-7,0.052268478,0.003466637
83.0,83.0,7.05195E-5,7.850752059,0.219720533
84.0,84.0,2.14025E-4,28.333679482,0.460807709
85.0,85.0,3.76369E-4,62.979131213,0.600460372
86.0,86.0,2.68927E-10,0.000001439,0.000001074
87.0,87.0,4.38018E-4,76.985977804,0.636238123
88.0,88.0,4.65587E-4,83.370812841,0.650244241
89.0,89.0,3.80856E-4,64.191235951,0.60330009
90.0,90.0,7.32729E-5,8.175022578,0.226357424
91.0,91.0,4.60633E-4,81.888674103,0.647807607
92.0,92.0,2.91936E-6,0.214397784,0.011522999
93.0,93.0,2.66613E-8,0.000330131,0.00010645
94.0,94.0,3.03605E-6,0.227821445,0.011978045
95.0,95.0,2.42837E-4,33.956077207,0.492301604
96.0,96.0,4.3263E-4,75.723577219,0.633369135
97.0,97.0,4.47476E-7,0.02289635,0.001783632
98.0,98.0,2.1852E-4,29.219471135,0.465975983
99.0,99.0,1.46086E-7,0.004134701,0.000582996
100.0,100.0,1.29407E-7,0.003441634,0.000516469
101.0,101.0,9.63997E-8,0.002159183,0.000384786
102.0,102.0,3.27392E-7,0.014722753,0.001305603
103.0,103.0,4.23296E-4,73.71371706,0.628289804
104.0,104.0,5.74677E-6,0.477373408,0.0224327
105.0,105.0,7.24433E-11,0.000000253,0.000000289
106.0,106.0,1.16884E-4,13.874349691,0.31821158
107.0,107.0,2.21011E-4,29.571268631,0.468797498
108.0,108.0,2.11321E-6,0.146654614,0.008367685
109.0,109.0,3.06754E-4,46.229070437,0.550541917
110.0,110.0,1.0684E-5,0.926058439,0.040916688
111.0,111.0,1.53313E-4,19.042336634,0.379727004
112.0,112.0,1.27944E-6,0.078933592,0.005082992
113.0,113.0,5.4287E-7,0.029588144,0.002163051
114.0,114.0,1.5055E-4,18.738102634,0.375454079
115.0,115.0,8.74155E-8,0.001857679,0.000348938
116.0,116.0,5.55619E-5,6.036784272,0.181578649
117.0,117.0,3.42662E-6,0.258145543,0.013498186
118.0,118.0,4.58003E-5,4.896369205,0.154609585
119.0,119.0,1.27605E-4,15.403076468,0.337546979
