x,y,raw,cumulative,logistic
1.0,1.0,8.87724E-6,0.785765132,0.034362582
2.0,2.0,3.06993E-4,48.395788103,0.551693481
3.0,3.0,2.9815E-5,3.061963361,0.10675754
4.0,4.0,9.74302E-7,0.057499938,0.003890405
5.0,5.0,3.56441E-4,59.091427152,0.588280018
6.0,6.0,1.88374E-8,0.000205219,0.000075506
7.0,7.0,8.64875E-7,0.048926737,0.003454968
8.0,8.0,1.95546E-4,27.216000191,0.439419851
9.0,9.0,5.6369E-6,0.472041967,0.022096821
10.0,10.0,2.1236E-5,2.118062957,0.078448643
11.0,11.0,9.7948E-5,11.910258004,0.281936932
12.0,12.0,1.60954E-4,21.359917871,0.392171961
13.0,13.0,2.58393E-4,38.822526109,0.508792319
14.0,14.0,2.41052E-4,35.449447526,0.491426162
15.0,15.0,7.22553E-6,0.619936762,0.028149017
16.0,16.0,1.39599E-6,0.087617388,0.005564837
17.0,17.0,3.26753E-6,0.232016356,0.012928915
18.0,18.0,1.00543E-6,0.059477198,0.004014198
19.0,19.0,1.05425E-4,13.089675099,0.297065153
20.0,20.0,1.53557E-7,0.003969851,0.000615172
21.0,21.0,2.36481E-5,2.351400838,0.086587698
22.0,22.0,1.11461E-6,0.067556388,0.004448156
23.0,23.0,2.27323E-7,0.007108276,0.000910422
24.0,24.0,3.99129E-4,67.020266265,0.6153774
25.0,25.0,2.16857E-6,0.142091624,0.008618033
26.0,26.0,1.35147E-4,17.475449291,0.351387642
27.0,27.0,3.17085E-6,0.224600235,0.012551169
28.0,28.0,3.79278E-7,0.015395306,0.00151807
29.0,29.0,1.6396E-7,0.004379289,0.000656819
30.0,30.0,1.05431E-7,0.002006909,0.000422452
31.0,31.0,5.84549E-6,0.4921094,0.022895812
32.0,32.0,1.31308E-5,1.200396885,0.050004116
33.0,33.0,3.73996E-12,0.00000001,0.000000015
34.0,34.0,5.03591E-4,85.251542038,0.668731637
35.0,35.0,6.57242E-5,7.723963699,0.208524272
36.0,36.0,1.24051E-7,0.002780417,0.000497024
37.0,37.0,2.61645E-4,39.550784746,0.511917735
38.0,38.0,6.45636E-5,7.561222515,0.205599258
39.0,39.0,1.44386E-4,18.937020102,0.366601826
40.0,40.0,2.17733E-5,2.167511042,0.08027436
41.0,41.0,1.36654E-5,1.275468959,0.051934181
42.0,42.0,1.35725E-5,1.261844637,0.051599413
43.0,43.0,3.59663E-5,3.845583046,0.126007758
44.0,44.0,1.37371E-7,0.003212652,0.000550365
45.0,45.0,5.15416E-5,5.854901937,0.171232003
46.0,46.0,1.45053E-4,19.125185924,0.367673894
47.0,47.0,1.8606E-5,1.831287557,0.069407348
48.0,48.0,2.83828E-4,43.818529872,0.532219783
49.0,49.0,1.69453E-5,1.605759261,0.063606572
50.0,50.0,2.78866E-7,0.009512904,0.001116617
51.0,51.0,4.03624E-7,0.016724448,0.001615357
52.0,52.0,1.70527E-7,0.004763401,0.000683109
53.0,53.0,2.29443E-5,2.279126107,0.084227781
54.0,54.0,3.97986E-4,66.860825671,0.614698644
55.0,55.0,1.48136E-4,19.564503762,0.372576021
56.0,56.0,2.24968E-4,32.218991504,0.474184895
