Predictor variable,Categorical,Sample average
layer.1,false,3.4006857978446145E-4
layer.2,false,0.12730530202980078
layer.3,false,0.6829364290313115
layer.4,false,0.13205051964651499
layer.5,false,0.04737659151266728
layer.6,false,0.009991088933828805
layer.7,false,351.76190476190476
