"X1st","Median","X3rd"
0.17898640843416,0.0954421337409871,0.0350604066597994
0.177849743793356,0.0948983229029367,0.0350539998722052
0.178023663203621,0.0949249713863839,0.0350466606090926
0.178559316987058,0.0952760579287083,0.0349947654673181
0.177748366533395,0.0949416322514705,0.034680827204913
0.178659867316782,0.0956217761064781,0.0352641475860421
0.178063004834746,0.0955871383292665,0.0356711658718837
0.178778258305913,0.0955787315246722,0.0354966000580042
0.177896270405197,0.0948335546214338,0.0349484464002979
0.178496400128471,0.0953930682331375,0.0352637588778996
0.180137334726597,0.0960969339178158,0.034789932916161
0.177521128528089,0.0945802933920724,0.0347525879066683
0.17752320266517,0.0945894906159937,0.0347661261495087
0.17912689690325,0.0959433846760995,0.035727678447386
0.177539308118568,0.0945829291553887,0.0347641290069395
0.180466600724903,0.0968606431955315,0.0361193158282684
0.179125703936029,0.0958277611338229,0.035613721096904
0.177517237751079,0.0945829291553887,0.0347641290069395
0.178168327182964,0.0949541997169056,0.0348023047686304
0.177973842172937,0.0948598562699849,0.0348601649630139
0.178304612979395,0.0956739211630971,0.0358147138592302
0.179100515383676,0.0953311295536675,0.0348076467340518
0.177928820322584,0.0949748271986502,0.0347810120644902
0.177629094396625,0.0949080196588181,0.0347742694460563
0.178402438456013,0.0947204290786404,0.0348339456490724
0.177517237751079,0.0945829291553887,0.0347641290069395
0.178518104406587,0.095308171784971,0.0351943575752097
0.18006303021053,0.0963842513362067,0.0357411901207898
0.178289985288947,0.095174653585467,0.0353037506007585
0.177517237751079,0.0945829291553887,0.0347641290069395
