"X1st","Median","X3rd"
0.170674027500176,0.091685552063135,0.0344555591938852
0.165384839550145,0.0862582399128873,0.0301142847519449
0.16931129076188,0.0873778489048064,0.0297070058649482
0.170185645971466,0.0883878142949931,0.0313856529081198
0.166024134662566,0.086587006622493,0.0308847504416433
0.169881826052692,0.0902443198811672,0.0334775391534391
0.168660201431786,0.0901367977562543,0.0327830848156067
0.169024009810437,0.0896737225300351,0.0330836705467511
0.167771760780174,0.0899775889664521,0.0342361015442165
0.167675101155231,0.087486370177547,0.0307476359931506
0.173751298326798,0.0916103935958055,0.0338574809936336
0.169352964171731,0.0897208867467219,0.0315715255477183
0.160602700609227,0.0826510733507887,0.0261071810186163
0.160399512296665,0.082393289908983,0.0281826482473539
0.167343625190715,0.0874410925021796,0.0307730512032247
0.173904855371096,0.0924881455647354,0.0342914961909557
0.163638636952575,0.0876413063054991,0.0331989753938799
0.172032737850794,0.0920417573912966,0.0339308500976037
0.163861157391713,0.0866135579550723,0.0318233000437772
0.163045828074788,0.0865577780065086,0.0321116156299864
0.165421198552375,0.0849704453929055,0.0288206918501188
0.168578535596567,0.089593292494866,0.0323199208627809
0.166715907780405,0.0878200055859576,0.0323119322421951
0.161661020813757,0.0836789895700775,0.0288413879030739
0.162404228261892,0.0855972659790546,0.0304988174058018
0.168764533940683,0.0887081067975593,0.0304093164452822
0.168906608448371,0.088857119070908,0.0324269544609278
0.173432254179504,0.0927621722740462,0.0342627096214446
0.16853945151644,0.0888722811384167,0.0319045516476997
0.168954870662823,0.0872129811284575,0.0299306436426359
